tag,stemtag,sp,quadrat,survey.ID,year,month,day,measure,codes,notes,field.recorders,data.enter,location
60457,1,caca,614,2019.04,2019,May,9,10.53,,double-checked,Alyssa Terrell,Ian McGregor,South
60562,1,fagr,614,2019.04,2019,May,9,5.62,,,Alyssa Terrell,Ian McGregor,South
60563,1,caca,614,2019.04,2019,May,9,9.19,,,Alyssa Terrell,Ian McGregor,South
60566,1,fagr,614,2019.04,2019,May,9,89.89,,,Alyssa Terrell,Ian McGregor,South
60567,1,litu,614,2019.04,2019,May,9,56.54,,,Alyssa Terrell,Ian McGregor,South
60568,1,caca,614,2019.04,2019,May,9,9.08,,,Alyssa Terrell,Ian McGregor,South
60569,1,caca,614,2019.04,2019,May,9,31.31,,,Alyssa Terrell,Ian McGregor,South
60571,1,caca,614,2019.04,2019,May,9,23.01,,,Alyssa Terrell,Ian McGregor,South
60573,1,tiam,614,2019.04,2019,May,9,28.39,,,Alyssa Terrell,Ian McGregor,South
60458,1,fagr,615,2019.04,2019,May,9,13.64,,,Alyssa Terrell,Ian McGregor,South
60459,1,fagr,615,2019.04,2019,May,9,16,,,Alyssa Terrell,Ian McGregor,South
60462,1,fagr,615,2019.04,2019,May,9,62.47,,,Alyssa Terrell,Ian McGregor,South
60463,1,juni,615,2019.04,2019,May,9,44.28,,,Alyssa Terrell,Ian McGregor,South
60468,1,caca,615,2019.04,2019,May,9,7.35,,,Alyssa Terrell,Ian McGregor,South
60469,1,cofl,615,2019.04,2019,May,9,9.56,,,Alyssa Terrell,Ian McGregor,South
60576,1,caca,615,2019.04,2019,May,9,15.3,,,Alyssa Terrell,Ian McGregor,South
60577,1,litu,615,2019.04,2019,May,9,14.64,,,Alyssa Terrell,Ian McGregor,South
60578,1,caca,615,2019.04,2019,May,9,14.6,,,Alyssa Terrell,Ian McGregor,South
60581,1,litu,615,2019.04,2019,May,9,16.81,,,Alyssa Terrell,Ian McGregor,South
60582,1,quru,615,2019.04,2019,May,9,26.36,,,Alyssa Terrell,Ian McGregor,South
60586,1,caca,615,2019.04,2019,May,9,7.11,,,Alyssa Terrell,Ian McGregor,South
60587,1,caca,615,2019.04,2019,May,9,16.05,,,Alyssa Terrell,Ian McGregor,South
60588,1,caco,615,2019.04,2019,May,9,34.41,,,Alyssa Terrell,Ian McGregor,South
62128,1,quru,620,2019.04,2019,May,9,112.36,,,Ian McGregor,Ian McGregor,North
62224,1,litu,622,2019.04,2019,May,9,114.53,,,Ian McGregor,Ian McGregor,North
70220,1,qual,702,2019.04,2019,May,9,140.07,,,Alyssa Terrell,Ian McGregor,South
70096,1,quru,704,2019.04,2019,May,9,11.89,F,,Alyssa Terrell,Ian McGregor,South
70126,1,quru,705,2019.04,2019,May,9,67.95,F,,Alyssa Terrell,Ian McGregor,South
70519,1,qual,711,2019.04,2019,May,9,84.87,F,,Alyssa Terrell,Ian McGregor,South
70536,1,qual,711,2019.04,2019,May,9,8.54,F,,Alyssa Terrell,Ian McGregor,South
70492,1,nysy,714,2019.04,2019,May,9,2.45,,,Alyssa Terrell,Ian McGregor,South
70493,1,litu,714,2019.04,2019,May,9,4.93,,,Alyssa Terrell,Ian McGregor,South
70494,1,caca,714,2019.04,2019,May,9,17.44,,,Alyssa Terrell,Ian McGregor,South
70494,2,caca,714,2019.04,2019,May,9,3.12,,,Alyssa Terrell,Ian McGregor,South
70495,1,caca,714,2019.04,2019,May,9,7,,,Alyssa Terrell,Ian McGregor,South
70581,1,quru,714,2019.04,2019,May,9,20.95,,,Alyssa Terrell,Ian McGregor,South
72116,1,litu,719,2019.04,2019,May,9,129.79,,,Ian McGregor,Ian McGregor,North
72124,1,quru,719,2019.04,2019,May,9,102.73,,,Ian McGregor,Ian McGregor,North
72210,1,qual,721,2019.04,2019,May,9,129.12,,,Ian McGregor,Ian McGregor,North
72308,1,qual,725,2019.04,2019,May,9,46.72,,,Ian McGregor,Ian McGregor,North
72324,1,litu,726,2019.04,2019,May,9,15.34,,,Ian McGregor,Ian McGregor,North
72337,1,quru,727,2019.04,2019,May,9,30.59,,,Ian McGregor,Ian McGregor,North
72348,1,quru,727,2019.04,2019,May,9,9.93,,,Ian McGregor,Ian McGregor,North
72357,1,quru,728,2019.04,2019,May,9,121.53,,double-checked,Ian McGregor,Ian McGregor,North
72427,1,litu,730,2019.04,2019,May,9,50,,,Ian McGregor,Ian McGregor,North
80628,1,quru,811,2019.04,2019,May,9,44.2,F,,Alyssa Terrell,Ian McGregor,South
82203,1,litu,822,2019.04,2019,May,9,15.64,,,Ian McGregor,Ian McGregor,North
82360,1,litu,829,2019.04,2019,May,9,15.47,,,Ian McGregor,Ian McGregor,North
82365,1,qual,829,2019.04,2019,May,9,56.23,,,Ian McGregor,Ian McGregor,North
82422,1,litu,831,2019.04,2019,May,9,79.97,,,Ian McGregor,Ian McGregor,North
91477,1,litu,908,2019.04,2019,May,9,46.69,F,,Alyssa Terrell,Ian McGregor,South
90612,1,quru,910,2019.04,2019,May,9,121.59,F,,Alyssa Terrell,Ian McGregor,South
90660,1,quru,913,2019.04,2019,May,9,64.09,F,,Alyssa Terrell,Ian McGregor,South
90752,1,qual,916,2019.04,2019,May,9,54.98,,,Ian McGregor,Ian McGregor,North
92139,1,quru,920,2019.04,2019,May,9,39.53,,maybe DS,Ian McGregor,Ian McGregor,North
100754,1,quru,1005,2019.04,2019,May,9,27.76,F,,Alyssa Terrell,Ian McGregor,South
100771,1,quru,1005,2019.04,2019,May,9,138.32,F;RE,,Alyssa Terrell,Ian McGregor,South
100905,1,litu,1008,2019.04,2019,May,9,133.45,F,,Alyssa Terrell,Ian McGregor,South
100960,1,quru,1010,2019.04,2019,May,9,44.29,F,,Alyssa Terrell,Ian McGregor,South
102177,1,qual,1020,2019.04,2019,May,9,108.36,,,Ian McGregor,Ian McGregor,North
102258,1,qual,1022,2019.04,2019,May,9,6.24,,,Ian McGregor,Ian McGregor,North
102261,1,qual,1022,2019.04,2019,May,9,145.27,,,Ian McGregor,Ian McGregor,North
102262,1,qual,1022,2019.04,2019,May,9,87.8,,,Ian McGregor,Ian McGregor,North
102264,1,qual,1022,2019.04,2019,May,9,36.24,,,Ian McGregor,Ian McGregor,North
102348,1,qual,1025,2019.04,2019,May,9,143.69,,,Ian McGregor,Ian McGregor,North
102364,1,qual,1025,2019.04,2019,May,9,97.7,,,Ian McGregor,Ian McGregor,North
110061,1,litu,1101,2019.04,2019,May,9,2.18,F,,Alyssa Terrell,Ian McGregor,South
110788,1,litu,1104,2019.04,2019,May,9,105.13,F,,Alyssa Terrell,Ian McGregor,South
110791,1,litu,1104,2019.04,2019,May,9,147.36,F;RE,,Alyssa Terrell,Ian McGregor,South
110901,1,litu,1105,2019.04,2019,May,9,64.54,F,,Alyssa Terrell,Ian McGregor,South
111030,1,litu,1107,2019.04,2019,May,9,79.15,F,,Alyssa Terrell,Ian McGregor,South
112137,1,qual,1120,2019.04,2019,May,9,19.53,,,Ian McGregor,Ian McGregor,North
112262,1,quru,1123,2019.04,2019,May,9,52.86,,,Ian McGregor,Ian McGregor,North
112336,1,qual,1125,2019.04,2019,May,9,12.54,,,Ian McGregor,Ian McGregor,North
112482,1,litu,1131,2019.04,2019,May,9,7.79,,,Ian McGregor,Ian McGregor,North
120781,1,litu,1205,2019.04,2019,May,9,89.18,F,,Alyssa Terrell,Ian McGregor,South
121221,1,litu,1207,2019.04,2019,May,9,6.43,F,,Alyssa Terrell,Ian McGregor,South
121195,1,quru,1211,2019.04,2019,May,9,63.87,F,,Alyssa Terrell,Ian McGregor,South
121305,1,quru,1211,2019.04,2019,May,9,111.21,F,,Alyssa Terrell,Ian McGregor,South
122136,1,quru,1220,2019.04,2019,May,9,23.56,,,Ian McGregor,Ian McGregor,North
122189,1,qual,1222,2019.04,2019,May,9,96.23,,,Ian McGregor,Ian McGregor,North
122303,1,qual,1223,2019.04,2019,May,9,76.98,,,Ian McGregor,Ian McGregor,North
122343,1,qual,1225,2019.04,2019,May,9,103.48,,,Ian McGregor,Ian McGregor,North
122427,1,qual,1227,2019.04,2019,May,9,13.04,,,Ian McGregor,Ian McGregor,North
122482,1,litu,1228,2019.04,2019,May,9,79.83,,,Ian McGregor,Ian McGregor,North
130838,1,litu,1305,2019.04,2019,May,9,12,F,,Alyssa Terrell,Ian McGregor,South
131087,1,quru,1310,2019.04,2019,May,9,42.47,F,,Alyssa Terrell,Ian McGregor,South
131239,1,quru,1314,2019.04,2019,May,9,107.61,,,Alyssa Terrell,Ian McGregor,South
132077,1,qual,1319,2019.04,2019,May,9,50.57,,double-checked,Ian McGregor,Ian McGregor,North
132539,1,litu,1331,2019.04,2019,May,9,21.07,,,Ian McGregor,Ian McGregor,North
140751,1,quru,1408,2019.04,2019,May,9,57.46,F,,Alyssa Terrell,Ian McGregor,South
140825,1,litu,1411,2019.04,2019,May,9,12.21,F,,Alyssa Terrell,Ian McGregor,South
142380,1,qual,1425,2019.04,2019,May,9,144.44,,,Ian McGregor,Ian McGregor,North
142729,1,litu,1431,2019.04,2019,May,9,51.41,,,Ian McGregor,Ian McGregor,North
160910,1,litu,1607,2019.04,2019,May,9,91.78,,,Alyssa Terrell,Ian McGregor,South
160985,1,litu,1612,2019.04,2019,May,9,120.61,,,Alyssa Terrell,Ian McGregor,South
162439,1,quru,1627,2019.04,2019,May,9,17.16,,,Ian McGregor,Ian McGregor,North
162543,1,qual,1627,2019.04,2019,May,9,73.04,,,Ian McGregor,Ian McGregor,North
172202,1,quru,1717,2019.04,2019,May,9,61.61,,,Ian McGregor,Ian McGregor,North
172203,1,qual,1717,2019.04,2019,May,9,16.09,,,Ian McGregor,Ian McGregor,North
172255,1,qual,1720,2019.04,2019,May,9,102.8,,,Ian McGregor,Ian McGregor,North
172470,1,quru,1728,2019.04,2019,May,9,79.83,,,Ian McGregor,Ian McGregor,North
172499,1,qual,1730,2019.04,2019,May,9,11.9,,,Ian McGregor,Ian McGregor,North
181030,1,qual,1816,2019.04,2019,May,9,NA,RE,spring needs adjusting (new spring),Ian McGregor,Ian McGregor,North
190067,1,litu,1902,2019.04,2019,May,9,127.03,,,Alyssa Terrell,Ian McGregor,South
190413,1,litu,1904,2019.04,2019,May,9,70.93,,,Alyssa Terrell,Ian McGregor,South
190694,1,quru,1909,2019.04,2019,May,9,112.01,,,Alyssa Terrell,Ian McGregor,South
190838,1,quru,1916,2019.04,2019,May,9,68.01,,retag,Ian McGregor,Ian McGregor,North
192244,1,qual,1919,2019.04,2019,May,9,24.19,,,Ian McGregor,Ian McGregor,North
192437,1,litu,1925,2019.04,2019,May,9,11.24,,,Ian McGregor,Ian McGregor,North
192466,1,quru,1926,2019.04,2019,May,9,72.43,,,Ian McGregor,Ian McGregor,North
192484,1,quru,1926,2019.04,2019,May,9,43.12,,,Ian McGregor,Ian McGregor,North
192619,1,quru,1926,2019.04,2019,May,9,17.18,,,Ian McGregor,Ian McGregor,North
192542,1,litu,1929,2019.04,2019,May,9,75.3,RE,,Ian McGregor,Ian McGregor,North
192544,1,litu,1929,2019.04,2019,May,9,76.44,RE,,Ian McGregor,Ian McGregor,North
192560,1,qual,1930,2019.04,2019,May,9,114.04,,,Ian McGregor,Ian McGregor,North
200142,1,litu,2002,2019.04,2019,May,9,117.84,,,Alyssa Terrell,Ian McGregor,South
200551,1,litu,2005,2019.04,2019,May,9,101.99,,,Alyssa Terrell,Ian McGregor,South
202215,1,qual,2017,2019.04,2019,May,9,91.44,,,Ian McGregor,Ian McGregor,North
202072,1,qual,2020,2019.04,2019,May,9,13.75,,,Ian McGregor,Ian McGregor,North
