tag,stemtag,sp,quadrat,survey.ID,exactdate,measure,crown.condition,crown.illum,codes,notes,field.recorders,data.enter,location,area
30339,3,litu,307,2016.15,11/10/2016,30.71,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
30343,1,quru,307,2016.15,11/10/2016,NA,,,,From sap flow cluster; Dead,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
30365,1,fram,308,2016.15,11/10/2016,146.15,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
30462,1,litu,313,2016.15,11/10/2016,97.34,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
30467,1,litu,314,2016.15,11/10/2016,85.63,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
30512,1,quru,313,2016.15,11/10/2016,117.11,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
30584,1,quve,316,2016.15,11/10/2016,39.55,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
32084,1,litu,319,2016.15,11/10/2016,60.45,,,,band adjusted,"Kate Aldrich, Sally Bowers",Tori Meakem,,
32097,1,litu,320,2016.15,11/10/2016,50.74,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
32126,1,litu,321,2016.15,11/10/2016,163.73,,,,Replace: window too large for calipers; band adjusted,"Kate Aldrich, Sally Bowers",Tori Meakem,,
32381,1,qupr,327,2016.15,11/10/2016,165,,,,Replace: window too large for calipers,"Kate Aldrich, Sally Bowers",Tori Meakem,,
32423,1,litu,329,2016.15,11/10/2016,150.3,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
32540,1,qupr,332,2016.15,11/10/2016,95.79,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
40562,1,fagr,406,2016.15,11/10/2016,13.21,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
40563,1,fagr,406,2016.15,11/10/2016,76.5,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
40564,1,fagr,406,2016.15,11/10/2016,NA,,,,From sap flow cluster; replace band,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
40565,1,cagl,406,2016.15,11/10/2016,13.47,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
40566,1,cagl,406,2016.15,11/10/2016,26.92,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
40567,1,fagr,406,2016.15,11/10/2016,25.97,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
40568,1,fagr,406,2016.15,11/10/2016,NA,,,,From sap flow cluster; replace band,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
40569,1,litu,407,2016.15,11/10/2016,34.92,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
40635,1,cagl,408,2016.15,11/10/2016,34.29,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
40875,1,qual,412,2016.15,11/10/2016,NA,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
40941,1,litu,414,2016.15,11/10/2016,111.84,,,,band adjusted,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
40942,1,acru,414,2016.15,11/10/2016,71.04,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
40972,1,litu,415,2016.15,11/10/2016,136.27,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
42009,1,ploc,417,2016.15,11/10/2016,86.49,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
42270,1,quru,424,2016.15,11/10/2016,NA,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
42397,1,quru,428,2016.15,11/10/2016,102.55,,,,measured 6 times to make sure,"Kate Aldrich, Sally Bowers",Tori Meakem,,
42562,1,quru,431,2016.15,11/10/2016,NA,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
50160,1,fram,502,2016.15,11/10/2016,29.43,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
50288,1,quru,505,2016.15,11/10/2016,16.53,,,,New band installed on 04/25/2016,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
50364,1,qual,507,2016.15,11/10/2016,97.01,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
50650,1,litu,514,2016.15,11/10/2016,10.45,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
50654,1,litu,514,2016.15,11/10/2016,23.52,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
52087,1,quru,519,2016.15,11/10/2016,102.14,,,,band adjusted,"Kate Aldrich, Sally Bowers",Tori Meakem,,
52190,1,quru,522,2016.15,11/10/2016,46.09,,,,tag inside tree,"Kate Aldrich, Sally Bowers",Tori Meakem,,
52276,1,quve,525,2016.15,11/10/2016,32.2,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
60161,1,qupr,608,2016.15,11/10/2016,75.75,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60414,1,quru,611,2016.15,11/10/2016,NA,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60456,1,caca,614,2016.15,11/10/2016,8.14,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60457,1,caca,614,2016.15,11/10/2016,8.48,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60458,1,fagr,615,2016.15,11/10/2016,67.79,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60459,1,fagr,615,2016.15,11/10/2016,36.56,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60462,1,fagr,615,2016.15,11/10/2016,35.8,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60463,1,juni,615,2016.15,11/10/2016,46.27,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60468,1,caca,615,2016.15,11/10/2016,23.79,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60469,1,cofl,615,2016.15,11/10/2016,8.38,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60562,1,fagr,614,2016.15,11/10/2016,25.82,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60563,1,caca,614,2016.15,11/10/2016,20.2,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60566,1,fagr,614,2016.15,11/10/2016,NA,,,,From sap flow cluster; replace band,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60567,1,litu,614,2016.15,11/10/2016,34.51,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60568,1,caca,614,2016.15,11/10/2016,10.65,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60569,1,caca,614,2016.15,11/10/2016,17.82,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60570,1,caco,614,2016.15,11/10/2016,41.58,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60571,1,caca,614,2016.15,11/10/2016,13.17,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60573,1,tiam,614,2016.15,11/10/2016,21.52,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60576,1,caca,615,2016.15,11/10/2016,10.97,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60577,1,litu,615,2016.15,11/10/2016,59.93,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60578,1,caca,615,2016.15,11/10/2016,9.21,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60579,1,caca,615,2016.15,11/10/2016,5.59,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60581,1,litu,615,2016.15,11/10/2016,64.79,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60582,1,quru,615,2016.15,11/10/2016,16.69,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60586,1,caca,615,2016.15,11/10/2016,4.82,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60587,1,caca,615,2016.15,11/10/2016,16.32,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
60588,1,caco,615,2016.15,11/10/2016,22.52,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
62128,1,quru,620,2016.15,11/10/2016,92.18,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
62181,1,quve,621,2016.15,11/10/2016,89.01,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
62224,1,litu,622,2016.15,11/10/2016,94.02,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
62241,1,litu,623,2016.15,11/10/2016,105.92,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
62417,1,quve,630,2016.15,11/10/2016,70.15,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
62449,1,qual,632,2016.15,11/10/2016,92.26,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
62454,1,quve,632,2016.15,11/10/2016,112.91,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
70096,1,quru,704,2016.15,11/10/2016,131.21,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70126,1,quru,705,2016.15,11/10/2016,158.92,,,,replace band - window too large for calipers,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70181,1,litu,707,2016.15,11/10/2016,NA,,,,replace band,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70216,1,quve,701,2016.15,11/10/2016,113,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70220,1,qual,702,2016.15,11/10/2016,118.63,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70278,1,qupr,704,2016.15,11/10/2016,122.93,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70292,1,cagl,705,2016.15,11/10/2016,53.28,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70352,1,litu,707,2016.15,11/10/2016,73.04,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70356,1,caca,707,2016.15,11/10/2016,3.97,,,,dead?,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70357,1,cagl,708,2016.15,11/10/2016,9.01,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70358,1,litu,708,2016.15,11/10/2016,79.39,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70433,1,litu,710,2016.15,11/10/2016,109.13,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70492,1,nysy,714,2016.15,11/10/2016,31.32,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70493,1,litu,714,2016.15,11/10/2016,61.67,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70494,1,caca,714,2016.15,11/10/2016,17.71,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70494,2,caca,714,2016.15,11/10/2016,24.29,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70495,1,caca,714,2016.15,11/10/2016,17.39,,,,From sap flow cluster,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70519,1,qual,711,2016.15,11/10/2016,72.92,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70536,1,qual,711,2016.15,11/10/2016,92.86,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70579,1,caco,714,2016.15,11/10/2016,30.94,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70581,1,quru,714,2016.15,11/10/2016,4.8,,,,this band is not in the installation list (?),"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
70588,1,quve,714,2016.15,11/10/2016,3.15,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
72024,1,quve,717,2016.15,11/10/2016,134.16,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72115,1,litu,719,2016.15,11/10/2016,66.17,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72116,1,litu,719,2016.15,11/10/2016,104.03,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72122,1,caca,719,2016.15,11/10/2016,16.63,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72124,1,quru,719,2016.15,11/10/2016,51.06,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72149,1,litu,720,2016.15,11/10/2016,149.67,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72210,1,qual,721,2016.15,11/10/2016,107.05,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72232,1,qual,722,2016.15,11/10/2016,85.3,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72248,1,caco,723,2016.15,11/10/2016,53.46,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72308,1,qual,725,2016.15,11/10/2016,39.27,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72322,1,litu,726,2016.15,11/10/2016,17.86,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72324,1,litu,726,2016.15,11/10/2016,135.6,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72337,1,quru,727,2016.15,11/10/2016,148.25,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72348,1,quru,727,2016.15,11/10/2016,149.63,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72357,1,quru,728,2016.15,11/10/2016,151.7,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72375,1,litu,728,2016.15,11/10/2016,68.48,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72377,1,litu,728,2016.15,11/10/2016,118.9,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72408,1,qual,730,2016.15,11/10/2016,NA,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72427,1,litu,730,2016.15,11/10/2016,28.12,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72447,1,litu,732,2016.15,11/10/2016,26.98,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72448,1,litu,732,2016.15,11/10/2016,108.59,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72452,1,quve,732,2016.15,11/10/2016,NA,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
72460,1,quru,732,2016.15,11/10/2016,41.46,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
80005,1,fram,801,2016.15,11/10/2016,27.79,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
80100,1,litu,804,2016.15,11/10/2016,119.32,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
80180,1,cato,804,2016.15,11/10/2016,106.85,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
80398,1,caco,807,2016.15,11/10/2016,15.89,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
80401,1,caco,807,2016.15,11/10/2016,130.69,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
80491,1,quru,809,2016.15,11/10/2016,NA,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
80554,1,caovl,813,2016.15,11/10/2016,52.67,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
80559,1,nysy,813,2016.15,11/10/2016,6.01,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
80614,1,caco,810,2016.15,11/10/2016,8.72,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
80615,1,litu,810,2016.15,11/10/2016,115.1,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
80628,1,quru,811,2016.15,11/10/2016,34.11,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
80631,1,litu,811,2016.15,11/10/2016,101.86,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
82125,1,cagl,819,2016.15,11/10/2016,27.67,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82138,1,quru,820,2016.15,11/10/2016,177.55,,,,Replace: window too large for calipers,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82203,1,litu,822,2016.15,11/10/2016,120.07,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82223,1,litu,822,2016.15,11/10/2016,117.66,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82226,1,litu,823,2016.15,11/10/2016,41.85,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82284,1,quve,825,2016.15,11/10/2016,81.57,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82292,1,litu,826,2016.15,11/10/2016,94.67,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82298,1,litu,826,2016.15,11/10/2016,150.15,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82326,1,quve,827,2016.15,11/10/2016,122.21,,,,band adjusted,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82357,1,litu,828,2016.15,11/10/2016,127.96,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82360,1,litu,829,2016.15,11/10/2016,111.89,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82365,1,qual,829,2016.15,11/10/2016,47.98,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82368,1,litu,829,2016.15,11/10/2016,83.64,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82419,1,litu,831,2016.15,11/10/2016,138.68,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82421,1,litu,831,2016.15,11/10/2016,114.78,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82422,1,litu,831,2016.15,11/10/2016,64.32,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
82434,1,quve,832,2016.15,11/10/2016,118.5,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
90043,1,quve,901,2016.15,11/10/2016,63.98,,,,band adjusted,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
90084,1,quve,902,2016.15,11/10/2016,161.52,,,,replace band - window too large for calipers,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
90162,1,litu,904,2016.15,11/10/2016,60.35,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
90311,1,cagl,905,2016.15,11/10/2016,12.9,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
90354,1,litu,905,2016.15,11/10/2016,131.92,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
90413,3,litu,904,2016.15,11/10/2016,NA,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
90446,1,ulru,905,2016.15,11/10/2016,NA,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
90530,1,litu,910,2016.15,11/10/2016,90.81,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
90533,1,cagl,911,2016.15,11/10/2016,101.69,,,,dead?,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
90612,1,quru,910,2016.15,11/10/2016,89.64,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
90660,1,quru,913,2016.15,11/10/2016,180.28,,,,replace band- window too large for calipers,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
90752,1,qual,916,2016.15,11/10/2016,25.2,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
91435,1,litu,907,2016.15,11/10/2016,45.39,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
91451,1,litu,907,2016.15,11/10/2016,82.05,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
91474,1,litu,908,2016.15,11/10/2016,NA,,,,replace band,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
91476,1,litu,908,2016.15,11/10/2016,94.55,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
91477,1,litu,908,2016.15,11/10/2016,40.09,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
91486,1,cagl,908,2016.15,11/10/2016,20.03,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
92006,1,litu,917,2016.15,11/10/2016,41.38,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92018,1,acru,917,2016.15,11/10/2016,59.92,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92112,1,litu,919,2016.15,11/10/2016,77.36,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92139,1,quru,920,2016.15,11/10/2016,35.52,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92140,1,cato,920,2016.15,11/10/2016,2.9,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92141,1,cagl,920,2016.15,11/10/2016,22.84,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92234,1,qual,922,2016.15,11/10/2016,NA,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92237,1,nysy,922,2016.15,11/10/2016,17.73,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92238,1,quve,922,2016.15,11/10/2016,72.7,,,,no tag,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92269,1,ceca,923,2016.15,11/10/2016,39.28,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92280,1,quve,923,2016.15,11/10/2016,101.49,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92393,1,cagl,925,2016.15,11/10/2016,78.81,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92414,1,litu,926,2016.15,11/10/2016,123.47,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92466,1,litu,927,2016.15,11/10/2016,102.74,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92487,1,quve,928,2016.15,11/10/2016,91.55,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92488,1,litu,928,2016.15,11/10/2016,27.25,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92545,1,litu,931,2016.15,11/10/2016,51.53,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92546,1,litu,931,2016.15,11/10/2016,31.27,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
92547,1,litu,931,2016.15,11/10/2016,72.75,,,,,"Kate Aldrich, Sally Bowers",Tori Meakem,,
100011,1,fram,1001,2016.15,11/10/2016,101.47,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
100516,1,litu,1004,2016.15,11/10/2016,34.32,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
100562,1,litu,1004,2016.15,11/10/2016,111.77,,,,,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
100612,1,litu,1003,2016.15,11/10/2016,31.61,,,,band adjusted,"Tori Meakem, Maru Losada, Lauren Brown",Tori Meakem,,
