tag,stemtag,sp,dbh,quadrat,lx,ly,area,location,previous_measure,measure,measure.verified,new.band,codes,notes,survey.ID,year,month,day,field.recorders,data.enter
80615,1,litu,653.2,810,4.4,16.8,2,South,71.14,80.44,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
80631,1,litu,521.4,811,0.2,6.1,2,South,34.08,43.83,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
80628,1,quru,544.5,811,7.5,3,2,South,54.71,57.7,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
80554,1,caovl,529,813,6.9,11.2,2,South,30.88,48.09,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
80559,1,nysy,434.6,813,8.9,17.8,2,South,6.9,6.6,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
90236,1,ulru,155,902,14.4,2.5,2,South,7.24,9.25,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
90162,1,litu,655.9,904,16.9,11.1,2,South,117.35,124.78,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
90311,1,cagl,167.8,904,17.5,15.8,2,South,21.98,25.04,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
90354,1,litu,670.9,905,10.6,5,2,South,27.51,38.11,,,BA,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
91451,1,litu,555.1,907,18.7,17.6,2,South,53.56,66.27,,,RT,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
91474,1,litu,438.2,908,14.5,4.7,2,South,79.61,88.11,,,RT,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
91486,1,cagl,570.9,908,17.5,9.2,2,South,64.68,76.56,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
91476,1,litu,505.4,908,18.4,2.4,2,South,110.56,111.66,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
91477,1,litu,210,908,19.3,3.5,2,South,57.02,59.22,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
90612,1,quru,552,910,10.7,14,2,South,30.81,42.88,,,RT,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
90660,1,quru,988,913,4.9,7.9,2,South,42.66,63.29,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
100612,1,litu,1200.9,1003,12,4.4,2,South,54.22,68.98,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
100498,1,caco,152,1003,16.7,14.2,2,South,19.53,27.68,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
100562,1,litu,628.2,1004,9.1,19.2,2,South,34.7,44.02,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
100516,1,litu,1036.1,1004,17.9,2.3,2,South,112.7,128.81,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
100754,1,quru,430.2,1005,3.8,6.8,2,South,54,60.62,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
100771,1,quru,968,1005,8.5,17,2,South,102.03,131.58,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
101008,1,tiam,177,1006,4.2,11.6,2,South,15.79,21.23,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
100906,1,litu,497,1008,9.3,1.1,2,South,35.66,37.7,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
100905,1,litu,680,1008,10,1.6,2,South,41.17,49.9,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
100963,1,caovl,204,1010,11.1,14.7,2,South,19.13,22.33,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
100960,1,quru,563.5,1010,13.8,10.5,2,South,121.72,141.09,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
100955,1,quru,321,1010,16.7,6.8,2,South,21.42,24.68,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
101111,1,litu,96.2,1011,0.1,1.3,2,South,39.07,40.04,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
101118,1,litu,190.7,1011,0.3,3,2,South,34.65,46.6,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
110061,1,litu,1205,1101,17,10,2,South,31.23,36.09,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
110526,1,ceca,143,1103,15.1,3,2,South,20.35,23.61,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
110680,1,litu,683.9,1104,2,6.5,2,South,38.48,48.95,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
110791,1,litu,660,1104,11.3,10,2,South,23.92,27.87,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
110798,1,qupr,712.3,1104,16,15.5,2,South,66.46,75.23,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
110788,1,litu,656,1104,19.9,11.7,2,South,22.06,29.71,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
110901,1,litu,524.1,1105,20,4.1,2,South,108.49,116.6,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
111032,1,litu,600,1107,10.3,19,2,South,71.84,78.59,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
111032,2,litu,424.3,1107,10.3,19,2,South,63.71,68.81,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
111014,1,litu,671.3,1107,13.9,12.2,2,South,25.92,33.03,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
111030,1,litu,600.5,1107,15.1,19.9,2,South,109.14,117.39,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
111039,1,litu,463,1108,19.7,4.1,2,South,29.41,32.93,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
111093,1,litu,460.5,1110,13.4,16.4,2,South,113.28,129.86,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
111092,1,litu,543.6,1110,18.3,17.7,2,South,57.87,72.28,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
120278,1,litu,830,1201,5,8.6,2,South,46.71,58.12,,,RT,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
120755,1,litu,639,1204,6.8,10,2,South,35.25,41.61,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
120781,1,litu,605.9,1205,3,2.2,2,South,125.85,134.58,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
120777,1,litu,527,1205,3.8,0.2,2,South,133.07,140.66,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
120790,1,litu,452.5,1205,7.3,6.2,2,South,31.52,38.63,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
121221,1,litu,117.2,1207,1.7,19.3,2,South,10.44,10.24,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
121275,1,qupr,256,1209,1.7,16.9,2,South,29.8,30.91,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
121291,1,qupr,460,1210,2.8,9.4,2,South,19.62,30.46,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
121305,1,quru,753.8,1211,1.1,11.2,2,South,27.73,34.42,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
121301,1,caovl,241.3,1211,1.2,2.5,2,South,14.79,19.06,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
121195,1,quru,914.7,1211,12.4,0.4,2,South,130.21,146.95,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
130838,1,litu,652.4,1305,12.2,1,2,South,63.68,73.41,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
131009,1,quve,757.6,1308,13.9,0.7,2,South,77.75,83.92,,,RT,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
131087,1,quru,665,1310,17.3,17.8,2,South,89.43,104.02,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
131092,1,litu,472.9,1311,13.1,2.7,2,South,88.39,103.48,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
131096,1,litu,280.8,1311,19,4.7,2,South,19.32,19.5,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
140646,1,litu,716.8,1405,1,8.3,2,South,110.34,122.79,,,RT,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
140751,1,quru,716.8,1408,9.9,1.5,2,South,65.25,74.26,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
140813,1,litu,700.6,1410,8.3,11.2,2,South,124.46,136.48,,,RT,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
140829,1,litu,642,1411,0.6,4.9,2,South,64.08,74.71,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
140821,1,litu,531.4,1411,4.6,0.4,2,South,74.45,85.16,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
140833,1,litu,561.3,1411,5.6,9.5,2,South,25.72,35.83,,,RT,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
140825,1,litu,523,1411,8,5.9,2,South,55.51,66.2,,,,,2023.11,2023,11,16,Jen Jordan,Jessica Shue
10469,1,litu,838.8,109,9.7,1,3,South,96.01,110.38,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
10587,1,litu,985,113,2.6,13,3,South,93.26,103.61,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
10609,1,cagl,439,111,19.5,2.9,3,South,100.48,NA,,,,>107.66. Reband ,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
10671,1,quru,851,114,6.2,14.5,3,South,112.33,132.22,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
20587,1,litu,1207.3,208,14.8,1.3,3,South,53.31,70.97,,,,Big tree ( 2 stems),2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
20617,1,litu,851,209,6.9,7.6,3,South,71.85,77.8,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
20712,1,litu,896.2,212,1.5,8.3,3,South,100.42,110.09,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
20737,1,tiam,180,213,12.6,3.8,3,South,13.32,14.83,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
30225,1,qual,301,306,20,3.1,3,South,37.65,39.23,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
30233,1,fagr,1072,306,15.6,16.2,3,South,83.46,99.35,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
30234,1,fagr,81,306,15.3,18.5,3,South,18.68,19.95,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
30331,1,cagl,231,306,8.3,19.5,3,South,20.41,28.08,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
30333,1,fagr,222,306,14,19.3,3,South,95.11,105.48,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
30339,1,litu,153.1,307,8.6,4.1,3,South,116.96,127.45,,,,Tree stems merged at band height. Inaccurate reading.Reposition band (move up),2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
30339,2,litu,153.1,307,8.6,4.1,3,South,132.79,132.73,,,,Tree stems merged at band height. Inaccurate reading.Reposition band (move up),2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
30339,3,litu,153.1,307,8.6,4.1,3,South,51.48,53.36,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
30462,1,litu,492,313,16.2,19,3,South,21.59,27.92,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
30467,1,litu,608,314,17.3,3,3,South,129.15,136.92,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
30512,1,quru,845.5,313,2.9,14.3,3,South,73.26,90.31,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
40562,1,fagr,86,406,6.3,16.2,3,South,12.41,NA,,,,Band missing,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
40563,1,fagr,365,406,3.6,17.8,3,South,98.88,117.25,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
40564,1,fagr,69,406,2.4,12.4,3,South,9.12,12.02,,,,Retag,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
40565,1,cagl,184,406,1.9,10.1,3,South,NA,NA,,,,Band missing spring,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
40566,1,cagl,270.2,406,1.1,9.4,3,South,37.55,46.24,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
40567,1,fagr,93.3,406,1.6,7.2,3,South,26.05,30.37,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
40568,1,fagr,206,406,0.1,5.2,3,South,59.65,71.54,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
40569,1,litu,280,407,5.6,1.7,3,South,134.8,147,,,,Replace band,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
40635,1,cagl,258.7,408,18.7,1,3,South,58.43,66.55,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
40941,1,litu,653,414,6,15.4,3,South,33.48,42.2,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
40942,1,acre,395.9,414,2.2,2,3,South,121.98,124.82,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
40972,1,litu,847,415,7.2,9.6,3,South,68.43,83.83,,,,Band adjusted prior to measurement. Reading shouldn’t be far off,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
50525,1,qual,514,512,8.3,7.4,3,South,50.75,61.71,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
50562,1,quru,695,514,6.9,12.5,3,South,52.64,64.46,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
50622,1,qual,650,513,16.8,9.4,3,South,35.7,42.92,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
50646,1,quru,351,514,19.6,9.4,3,South,46.26,57.64,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
50650,1,litu,184.3,514,19.5,14.9,3,South,26.89,28.36,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
50654,1,litu,717.2,514,17.2,19.1,3,South,80.69,91.19,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60456,1,caca,64.5,614,5.3,15,3,South,10.53,10.37,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60457,1,caca,99.5,614,4,15.2,3,South,16.86,17.83,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60458,1,fagr,269.5,615,1.9,0,3,South,60.1,69.41,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60459,1,fagr,99.7,615,2,3,3,South,27.9,30.62,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60462,1,fagr,209.5,615,5.6,7.6,3,South,114.07,126.16,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60463,1,juni,468,615,7.2,8,3,South,85.72,96.04,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60468,1,caca,74,615,5.4,9.6,3,South,13.23,13.75,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60469,1,cofl,70,615,6.8,9.8,3,South,10.59,10.67,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60566,1,fagr,194.2,614,10,11,3,South,15.28,26.37,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60567,1,litu,536.8,614,11.6,11.2,3,South,81.9,86.93,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60568,1,caca,96,614,15.5,15.6,3,South,15.87,22.88,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60573,1,tiam,258.5,614,8.5,16.3,3,South,59.3,69.05,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60576,1,caca,95.1,615,17.1,1,3,South,27.37,29.62,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60577,1,litu,546.2,615,12.7,1.4,3,South,53.54,59.65,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
