tag,stemtag,sp,quadrat,survey.ID,exactdate,measure,crown.condition,illum,codes,notes,field.recorders,data.enter,location,area
102365,1,litu,1025,,,,,,,,,,North,7
102371,1,qual,1026,,,,,,,,,,North,7
102438,1,litu,1028,,,,,,,,,,North,7
102438,2,litu,1028,,,,,,,,,,North,7
102439,1,litu,1028,,,,,,,,,,North,7
102441,1,litu,1029,,,,,,,,,,North,7
102442,1,litu,1029,,,,,,,,,,North,7
102443,1,litu,1029,,,,,,,,,,North,7
102444,1,litu,1029,,,,,,,,,,North,7
102446,1,litu,1029,,,,,,,,,,North,7
102446,2,litu,1029,,,,,,,,,,North,7
102475,1,litu,1030,,,,,,,,,,North,8
102501,1,litu,1031,,,,,,,,,,North,7
102502,1,ulru,1031,,,,,,,,,,North,7
102509,1,quve,1032,,,,,,,,,,North,7
110061,1,litu,1101,,,,,,,,,,South,2
110680,1,litu,1104,,,,,,,,,,South,2
110788,1,litu,1104,,,,,,,,,,South,2
110791,1,litu,1104,,,,,,,,,,South,2
110798,1,qupr,1104,,,,,,,,,,South,2
110901,1,litu,1105,,,,,,,,,,South,2
111014,1,litu,1107,,,,,,,,,,South,2
111029,1,litu,1107,,,,,,,,,,South,2
111030,1,litu,1107,,,,,,,,,,South,2
111032,1,litu,1107,,,,,,,,,,South,2
111032,2,litu,1107,,,,,,,,,,South,2
111039,1,litu,1108,,,,,,,,,,South,2
111041,1,quru,1108,,,,,,,,,,South,2
111092,1,litu,1110,,,,,,,,,,South,2
111093,1,litu,1110,,,,,,,,,,South,2
111292,1,fram,1116,,,,,,,,,,North,5
112014,1,cagl,1117,,,,,,,,,,North,5
112057,1,acru,1117,,,,,,,,,,North,5
112060,1,fram,1117,,,,,,,,,,North,5
112118,1,quru,1119,,,,,,,,,,North,5
112130,1,qual,1119,,,,,,,,,,North,5
112136,1,pist,1120,,,,,,,,,,North,5
112137,1,qual,1120,,,,,,,,,,North,5
112142,1,qual,1120,,,,,,,,,,North,5
112250,1,pist,1122,,,,,,,,,,North,5
112252,1,litu,1122,,,,,,,,,,North,5
112262,1,quru,1123,,,,,,,,,,North,5
112316,1,quve,1125,,,,,,,,,,North,8
112336,1,qual,1125,,,,,,,,,,North,8
112342,1,nysy,1125,,,,,,,,,,North,8
112350,1,cagl,1126,,,,,,,,,,North,8
112354,1,qual,1126,,,,,,,,,,North,8
112462,1,litu,1128,,,,,,,,,,North,8
112698,1,ulru,1128,,,,,,,,,,North,8
112466,1,cato,1129,,,,,,,,,,North,8
112467,1,litu,1129,,,,,,,,,,North,8
112480,1,litu,1131,,,,,,,,,,North,8
112481,1,litu,1131,,,,,,,,,,North,8
112482,1,litu,1131,,,,,,,,,,North,8
112485,1,quve,1132,,,,,,,,,,North,8
120278,1,litu,1201,,,,,,,,,,South,2
120755,1,litu,1204,,,,,,,,,,South,2
120777,1,litu,1205,,,,,,,,,,South,2
120781,1,litu,1205,,,,,,,,,,South,2
120790,1,litu,1205,,,,,,,,,,South,2
121212,1,litu,1207,,,,,,,,,,South,2
121221,1,litu,1207,,,,,,,,,,South,2
121275,1,qupr,1209,,,,,,,,,,South,2
121291,1,qupr,1210,,,,,,,,,,South,2
121195,1,quru,1211,,,,,,,,,,South,2
121301,1,caovl,1211,,,,,,,,,,South,2
121305,1,quru,1211,,,,,,,,,,South,2
121358,1,fram,1216,,,,,,,,,,North,5
121367,1,nysy,1216,,,,,,,,,,North,5
121374,1,juni,1216,,,,,,,,,,North,5
122005,1,fram,1217,,,,,,,,,,North,5
122006,1,acru,1217,,,,,,,,,,North,5
122009,1,acru,1217,,,,,,,,,,North,5
122120,1,qual,1220,,,,,,,,,,North,5
122121,1,pist,1220,,,,,,,,,,North,5
122136,1,quru,1220,,,,,,,,,,North,5
122184,1,pist,1222,,,,,,,,,,North,5
122185,1,pist,1222,,,,,,,,,,North,5
122189,1,qual,1222,,,,,,,,,,North,5
122248,1,qual,1222,,,,,,,,,,North,5
122303,1,qual,1223,,,,,,,,,,North,5
122343,1,qual,1225,,,,,,,,,,North,8
122450,1,ulru,1225,,,,,,,,,,North,8
122452,1,fram,1226,,,,,,,,,,North,8
122455,1,qual,1226,,,,,,,,,,North,8
122458,1,cagl,1226,,,,,,,,,,North,8
122427,1,qual,1227,,,,,,,,,,North,8
122439,1,cagl,1228,,,,,,,,,,North,8
122482,1,litu,1228,,,,,,,,,,North,8
122486,1,litu,1228,,,,,,,,,,North,8
122489,1,cagl,1229,,,,,,,,,,North,8
122492,1,litu,1229,,,,,,,,,,North,8
122561,1,litu,1231,,,,,,,,,,North,8
122522,1,litu,1232,,,,,,,,,,North,8
130348,1,litu,1302,,,,,,,,,,South,1
130838,1,litu,1305,,,,,,,,,,South,2
130718,1,litu,1306,,,,,,,,,,South,2
131009,1,quve,1308,,,,,,,,,,South,2
131086,1,quru,1310,,,,,,,,,,South,2
131087,1,quru,1310,,,,,,,,,,South,2
131092,1,litu,1311,,,,,,,,,,South,2
131096,1,litu,1311,,,,,,,,,,South,2
131188,1,litu,1313,,,,,,,,,,South,3
131227,1,litu,1313,,,,,,,,,,South,3
131232,1,litu,1313,,,,,,,,,,South,3
131233,1,litu,1313,,,,,,,,,,South,3
131239,1,quru,1314,,,,,,,,,,South,3
131272,1,fram,1315,,,,,,,,,,North,3
131352,1,fram,1316,,,,,,,,,,North,5
131364,1,acru,1316,,,,,,,,,,North,5
132028,1,fram,1317,,,,,,,,,,North,5
132077,1,qual,1319,,,,,,,,,,North,5
132171,1,litu,1320,,,,,,,,,,North,5
132302,1,quru,1321,,,,,,,,,,North,5
132311,1,qual,1322,,,,,,,,,,North,5
132321,1,quru,1323,,,,,,,,,,North,5
132371,1,quru,1325,,,,,,,,,,North,8
132508,1,quve,1328,,,,,,,,,,North,8
132512,1,juni,1328,,,,,,,,,,North,8
132524,1,litu,1329,,,,,,,,,,North,8
132525,1,fram,1329,,,,,,,,,,North,8
132529,1,litu,1329,,,,,,,,,,North,8
132539,1,litu,1331,,,,,,,,,,North,8
132542,1,quve,1332,,,,,,,,,,North,8
132545,1,litu,1332,,,,,,,,,,North,8
140609,1,litu,1403,,,,,,,,,,South,1
140467,1,quve,1404,,,,,,,,,,South,1
140646,1,litu,1405,,,,,,,,,,South,2
140736,1,quve,1407,,,,,,,,,,South,2
140751,1,quru,1408,,,,,,,,,,South,2
140756,1,quve,1408,,,,,,,,,,South,2
140813,1,litu,1410,,,,,,,,,,South,2
140818,1,litu,1410,,,,,,,,,,South,2
140819,1,litu,1411,,,,,,,,,,South,2
140821,1,litu,1411,,,,,,,,,,South,2
140825,1,litu,1411,,,,,,,,,,South,2
140829,1,litu,1411,,,,,,,,,,South,2
140833,1,litu,1411,,,,,,,,,,South,2
140872,1,litu,1413,,,,,,,,,,South,3
141146,1,caco,1416,,,,,,,,,,North,5
142113,1,cagl,1417,,,,,,,,,,North,5
142206,1,fram,1419,,,,,,,,,,North,6
142521,1,pist,1422,,,,,,,,,,North,5
142527,1,cagl,1422,,,,,,,,,,North,5
142380,1,qual,1425,,,,,,,,,,North,8
142575,1,quve,1426,,,,,,,,,,North,8
143707,1,cagl,1426,,,,,,,,,,North,8
142708,1,juni,1429,,,,,,,,,,North,8
142656,1,litu,1431,,,,,,,,,,North,8
142727,1,litu,1431,,,,,,,,,,North,8
142729,1,litu,1431,,,,,,,,,,North,8
142730,1,litu,1431,,,,,,,,,,North,8
142731,1,litu,1432,,,,,,,,,,North,8
142732,1,cagl,1432,,,,,,,,,,North,8
142733,1,litu,1432,,,,,,,,,,North,8
142735,1,qual,1432,,,,,,,,,,North,8
150756,1,quve,1503,,,,,,,,,,South,1
152153,1,ploc,1520,,,,,,,,,,North,6
152673,1,litu,1530,,,,,,,,,,North,9
152701,1,litu,1531,,,,,,,,,,North,9
160713,1,litu,1603,,,,,,,,,,South,1
160742,1,litu,1605,,,,,,,,,,South,1
160910,1,litu,1607,,,,,,,,,,South,1
160985,1,litu,1612,,,,,,,,,,South,1
160862,1,ploc,1614,,,,,,,,,,South,1
162293,1,qual,1623,,,,,,,,,,North,6
162503,1,quve,1624,,,,,,,,,,North,6
162439,1,quru,1627,,,,,,,,,,North,9
162543,1,qual,1627,,,,,,,,,,North,9
170175,1,litu,1702,,,,,,,,,,South,1
170992,1,litu,1704,,,,,,,,,,South,1
170994,1,litu,1704,,,,,,,,,,South,1
171127,1,litu,1705,,,,,,,,,,South,1
171254,1,litu,1708,,,,,,,,,,South,1
171257,1,litu,1708,,,,,,,,,,South,1
171262,1,litu,1708,,,,,,,,,,South,1
171314,1,quru,1712,,,,,,,,,,South,1
171348,1,ceca,1714,,,,,,,,,,South,1
171358,1,fram,1714,,,,,,,,,,South,1
171456,1,acru,1714,,,,,,,,,,South,1
171462,1,qual,1715,,,,,,,,,,North,1
171505,1,litu,1716,,,,,,,,,,North,6
171506,1,litu,1716,,,,,,,,,,North,6
172201,1,cagl,1717,,,,,,,,,,North,6
172202,1,quru,1717,,,,,,,,,,North,6
172203,1,qual,1717,,,,,,,,,,North,6
172205,1,qual,1717,,,,,,,,,,North,6
172248,1,cato,1719,,,,,,,,,,North,6
172255,1,qual,1720,,,,,,,,,,North,6
172260,1,qupr,1720,,,,,,,,,,North,6
172154,1,fram,1723,,,,,,,,,,North,6
172382,1,juni,1723,,,,,,,,,,North,6
172416,1,nysy,1725,,,,,,,,,,North,9
172417,1,nysy,1725,,,,,,,,,,North,9
172418,1,nysy,1725,,,,,,,,,,North,9
172421,1,cagl,1725,,,,,,,,,,North,9
172423,1,litu,1726,,,,,,,,,,North,9
172470,1,quru,1728,,,,,,,,,,North,9
172472,1,fram,1728,,,,,,,,,,North,9
172556,1,litu,1729,,,,,,,,,,North,9
172499,1,qual,1730,,,,,,,,,,North,9
172587,1,fram,1731,,,,,,,,,,North,9
172624,1,litu,1731,,,,,,,,,,North,9
172626,1,fram,1731,,,,,,,,,,North,9
180235,1,litu,1802,,,,,,,,,,South,1
180728,1,litu,1804,,,,,,,,,,South,1
180654,1,litu,1805,,,,,,,,,,South,1
180691,1,litu,1807,,,,,,,,,,South,1
180903,1,litu,1808,,,,,,,,,,South,1
180904,1,litu,1808,,,,,,,,,,South,1
180984,1,litu,1813,,,,,,,,,,South,1
180991,1,ploc,1814,,,,,,,,,,South,1
181030,1,qual,1816,,,,,,,,,,North,6
181033,1,litu,1816,,,,,,,,,,North,6
182207,1,qual,1817,,,,,,,,,,North,6
182208,1,quru,1817,,,,,,,,,,North,6
182248,1,nysy,1820,,,,,,,,,,North,6
182161,1,fram,1822,,,,,,,,,,North,6
182376,1,ploc,1823,,,,,,,,,,North,6
182570,1,juni,1823,,,,,,,,,,North,6
182451,1,fram,1829,,,,,,,,,,North,9
182681,1,litu,1829,,,,,,,,,,North,9
182693,1,litu,1830,,,,,,,,,,North,9
182491,1,litu,1831,,,,,,,,,,North,9
182498,1,fram,1831,,,,,,,,,,North,9
190065,1,litu,1902,,,,,,,,,,South,1
190067,1,litu,1902,,,,,,,,,,South,1
190071,1,litu,1902,,,,,,,,,,South,1
190115,1,litu,1902,,,,,,,,,,South,1
190413,1,litu,1904,,,,,,,,,,South,1
190426,1,litu,1904,,,,,,,,,,South,1
190429,1,litu,1904,,,,,,,,,,South,1
190655,1,litu,1907,,,,,,,,,,South,1
190658,1,litu,1907,,,,,,,,,,South,1
190670,1,litu,1908,,,,,,,,,,South,1
190694,1,quru,1909,,,,,,,,,,South,1
190568,1,juni,1912,,,,,,,,,,South,1
190793,1,litu,1914,,,,,,,,,,South,1
190794,1,quru,1914,,,,,,,,,,South,1
190798,1,cagl,1914,,,,,,,,,,South,1
190835,1,litu,1916,,,,,,,,,,North,6
190838,1,quru,1916,,,,,,,,,,North,6
190840,1,litu,1916,,,,,,,,,,North,6
190935,1,quru,1916,,,,,,,,,,North,6
192008,1,qual,1917,,,,,,,,,,North,6
192055,1,qual,1919,,,,,,,,,,North,6
192244,1,qual,1919,,,,,,,,,,North,6
192062,1,qupr,1920,,,,,,,,,,North,6
192064,1,qupr,1920,,,,,,,,,,North,6
192133,1,caovl,1923,,,,,,,,,,North,6
192437,1,litu,1925,,,,,,,,,,North,9
192466,1,quru,1926,,,,,,,,,,North,9
192484,1,quru,1926,,,,,,,,,,North,9
192619,1,quru,1926,,,,,,,,,,North,9
192527,1,litu,1928,,,,,,,,,,North,9
192528,1,litu,1928,,,,,,,,,,North,9
192532,1,fagr,1928,,,,,,,,,,North,9
192533,1,litu,1928,,,,,,,,,,North,9
192534,1,litu,1928,,,,,,,,,,North,9
192542,1,litu,1929,,,,,,,,,,North,9
192543,1,litu,1929,,,,,,,,,,North,9
192544,1,litu,1929,,,,,,,,,,North,9
192546,1,litu,1929,,,,,,,,,,North,9
192548,1,litu,1929,,,,,,,,,,North,9
192674,1,litu,1929,,,,,,,,,,North,9
192560,1,qual,1930,,,,,,,,,,North,9
192570,1,fram,1931,,,,,,,,,,North,9
200038,1,litu,2001,,,,,,,,,,South,1
200038,2,litu,2001,,,,,,,,,,South,1
200142,1,litu,2002,,,,,,,,,,South,1
200151,1,litu,2002,,,,,,,,,,South,1
200613,1,litu,2004,,,,,,,,,,South,1
200547,1,litu,2005,,,,,,,,,,South,1
200551,1,litu,2005,,,,,,,,,,South,1
200553,1,litu,2005,,,,,,,,,,South,1
200577,1,juni,2007,,,,,,,,,,South,1
200586,1,juni,2007,,,,,,,,,,South,1
200676,1,litu,2008,,,,,,,,,,South,1
200812,1,juni,2008,,,,,,,,,,South,1
200818,1,litu,2008,,,,,,,,,,South,1
200822,1,litu,2008,,,,,,,,,,South,1
201207,1,litu,2012,,,,,,,,,,South,1
201261,1,juni,2013,,,,,,,,,,South,1
201264,1,litu,2014,,,,,,,,,,South,1
201274,1,litu,2014,,,,,,,,,,South,1
201278,1,litu,2014,,,,,,,,,,South,1
201279,1,quru,2014,,,,,,,,,,South,1
201432,1,quve,2016,,,,,,,,,,North,6
201441,1,litu,2016,,,,,,,,,,North,6
202201,1,cato,2017,,,,,,,,,,North,6
202203,1,quru,2017,,,,,,,,,,North,6
202212,1,quve,2017,,,,,,,,,,North,6
202215,1,qual,2017,,,,,,,,,,North,6
202050,1,qual,2019,,,,,,,,,,North,6
202072,1,qual,2020,,,,,,,,,,North,6
202283,1,litu,2020,,,,,,,,,,North,6
202336,1,cagl,2022,,,,,,,,,,North,6
202118,1,quve,2023,,,,,,,,,,North,6
202337,1,cagl,2023,,,,,,,,,,North,6
202444,1,litu,2025,,,,,,,,,,North,9
202449,1,litu,2026,,,,,,,,,,North,9
202536,1,fram,2028,,,,,,,,,,North,9
202541,1,fram,2028,,,,,,,,,,North,9
202543,1,litu,2028,,,,,,,,,,North,9
202545,1,litu,2029,,,,,,,,,,North,9
202550,1,litu,2029,,,,,,,,,,North,9
202581,1,fram,2031,,,,,,,,,,North,9
202585,1,juni,2032,,,,,,,,,,North,9
202586,1,fram,2032,,,,,,,,,,North,9
202971,1,fram,2032,,,,,,,,,,North,9
