tag,StemTag,sp,dbh,quadrat,lx,ly,area,location,previous_measure,measure,measure_verified,new.band,codes,notes,field.recorders,data.enter,survey.ID,year,month,day
162439,1,quru,874,1627,16.3,0.3,9,North,105.89,111.06,111.1,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
162446,1,quru,822,1630,14.1,2.9,9,North,91.82,96.84,96.84,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
162543,1,qual,904,1627,7.5,16.6,9,North,98.17,99.48,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
171348,1,ceca,164,1714,19.4,2.4,1,South,12.99,12.54,,,,top dead,Jessica Shue,Jessica Shue,2026.02,2026,5,1
171454,1,caco,124,1714,1.6,13.8,1,South,33.1,35.38,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
172202,1,quru,589,1717,17.1,1.8,6,North,8.68,9.86,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
172203,1,qual,378,1717,15.5,0.3,6,North,37.89,37.93,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
172248,1,cato,280,1719,19.2,19.3,6,North,37.7,39.92,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
172417,1,nysy,98,1725,20,18.4,9,North,19.71,19.62,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
172499,1,qual,1077,1730,17,3.1,9,North,108.73,113.51,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
180931,1,quve,822,1809,8.2,19.4,1,South,31.41,36.08,36.14,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
181030,1,qual,795,1816,5.4,10.6,6,North,15.39,17.17,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
182471,1,ceca,91,1829,2.6,19,9,North,47.46,48.22,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
190067,1,litu,760,1902,19,2.2,1,South,97.9,96.61,96.62,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
190413,1,litu,1046,1904,14.7,5.6,1,South,41.06,38.96,38.89,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
190568,1,juni,955,1912,2.6,18.8,1,South,98.28,97.86,97.89,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
190694,1,quru,1353,1909,18.2,14.7,1,South,66.67,68.99,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
192133,1,caovl,579,1923,11.7,2.3,6,North,58.32,59.99,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
192244,1,qual,478,1919,18.1,16.8,6,North,90.23,91.42,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
192437,1,litu,463,1925,17,11.5,9,North,50.39,49.47,49.44,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
192466,1,quru,869,1926,13.3,1.7,9,North,60.52,67.56,67.46,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
192484,1,quru,457,1926,17.4,11.2,9,North,117.91,124.53,124.64,,RE,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
192542,1,litu,335,1929,18.9,3.8,9,North,60.16,60.24,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
192560,1,qual,970,1930,12.9,19.5,9,North,72.08,77.21,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
192619,1,quru,845,1926,12.6,8.5,9,North,40.41,49.14,49.1,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
200142,1,litu,635,2002,1.3,3.5,1,South,62.49,61.58,61.56,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
200551,1,litu,602,2005,1,5.3,1,South,27.26,26.08,26.11,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
202072,1,qual,741,2020,2.1,10.8,6,North,74.24,76.59,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
202201,1,cato,151,2017,3.2,1.1,6,North,55.84,56.67,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
202215,1,qual,570,2017,5.5,11.7,6,North,17.19,18.68,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
202283,1,litu,334,2020,4.5,2.9,6,North,56.74,56.89,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
22070,1,cato,75.8,218,2.3,11.4,4,North,0,NA,,,RE,79.5 cm; TOMST,Jessica Shue,Jessica Shue,2026.02,2026,5,1
22186,1,tiam,380,222,17,7.5,4,North,27.2,26.94,26.94,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
22315,1,caco,575,225,11,4,4,North,33.71,37.85,37.79,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
22601,1,juni,140,231,17.8,10,4,North,11.61,12.38,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
30233,1,fagr,1109,306,15.6,16.2,3,South,132.92,NA,,,RE,BLD,Jessica Shue,Jessica Shue,2026.02,2026,5,1
30234,1,fagr,84,306,15.3,18.5,3,South,25.89,26.02,,,,BLD,Jessica Shue,Jessica Shue,2026.02,2026,5,1
30331,1,cagl,239,306,8.3,19.5,3,South,41.8,44.73,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
30333,1,fagr,266,306,14,19.3,3,South,132.07,132.69,,,RE,BLD,Jessica Shue,Jessica Shue,2026.02,2026,5,1
30339,1,litu,620,307,8.6,4.1,3,South,26.21,25.02,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
30339,2,litu,557,307,8.6,4.1,3,South,26.62,24.7,24.62,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
30339,3,litu,162,307,8.6,4.1,3,South,59.94,59.04,59.08,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
30467,1,litu,638,314,17.3,3,3,South,19.32,18.57,18.58,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
30512,1,quru,900,313,2.9,14.3,3,South,14.81,22.15,22.09,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
30584,1,quve,955,316,2.2,14.4,4,North,53.89,58.81,58.79,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
32126,1,litu,1058,321,9.6,5,4,North,41.97,40.18,40.16,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
32251,1,tiam,175,323,10.3,10.3,4,North,19.33,19.55,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
32381,1,qupr,889,327,4.6,12.8,4,North,35.87,40.17,40.22,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
40562,1,fagr,88,406,6.3,16.2,3,South,8.55,8.89,,,,BLD,Jessica Shue,Jessica Shue,2026.02,2026,5,1
40563,1,fagr,440,406,3.6,17.8,3,South,34.52,35.2,,,,BLD,Jessica Shue,Jessica Shue,2026.02,2026,5,1
40564,1,fagr,72,406,2.4,12.4,3,South,12.45,12.17,,,,BLD,Jessica Shue,Jessica Shue,2026.02,2026,5,1
40566,1,cagl,301,406,1.1,9.4,3,South,59.95,61.76,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
40567,1,fagr,112,406,1.6,7.2,3,South,12.48,12.6,,,,BLD,Jessica Shue,Jessica Shue,2026.02,2026,5,1
40568,1,fagr,229,406,0.1,5.2,3,South,101.17,101.71,,,,BLD,Jessica Shue,Jessica Shue,2026.02,2026,5,1
40635,1,cato,274,408,18.7,1,3,South,75.68,79.52,,,RE,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
40942,1,acru,428,414,2.2,2,3,South,20.35,19.91,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
50364,1,qual,700,507,4.2,18.1,2,South,43.67,45.5,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
50562,1,quru,715,514,6.9,12.5,3,South,95.19,100.04,99.97,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
50650,1,litu,194,514,19.5,14.9,3,South,25.88,23.74,,,DS,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
52190,1,quru,1045,522,16.4,3.4,4,North,116.07,118.67,,,,almost outgrown; irregular,Jessica Shue,Jessica Shue,2026.02,2026,5,1
60266,1,cato,511,604,5.5,9.2,2,South,30.84,32.56,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
60458,1,fagr,313,615,1.9,0,3,South,11.05,10.91,,,,BLD,Jessica Shue,Jessica Shue,2026.02,2026,5,1
60459,1,fagr,126,615,2,3,3,South,37.51,37.42,,,,BLD,Jessica Shue,Jessica Shue,2026.02,2026,5,1
60462,1,fagr,256,615,5.6,7.6,3,South,43.98,44.04,,,,BLD,Jessica Shue,Jessica Shue,2026.02,2026,5,1
60463,1,juni,510,615,7.2,8,3,South,116.11,113.97,114,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
60469,1,cofl,74,615,6.8,9.8,3,South,11.63,11.42,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
60566,1,fagr,235,614,10,11,3,South,43.56,43.55,,,,BLD,Jessica Shue,Jessica Shue,2026.02,2026,5,1
60573,1,tiam,284,614,8.5,16.3,3,South,90.03,89.92,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
60582,1,quru,304,615,20,10.2,3,South,25.66,28.74,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
60586,1,caca,78,615,16.2,9.3,3,South,20.15,20.34,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
60588,1,caco,311,615,13.4,7.3,3,South,72.91,76.34,76.36,,RE,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
62114,1,quve,324,619,18.7,12.6,4,North,97.56,102.2,102.25,,RE,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
62181,1,quve,1150,621,8.8,13.5,4,North,27.88,31.91,31.91,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
62224,1,litu,1080,622,3.2,17.3,4,North,68.56,66.29,66.28,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
70096,1,quru,946,704,3.3,12.7,2,South,41.18,47.29,47.12,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
70126,1,quru,880,705,9.3,12.5,2,South,55.01,60.82,60.87,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
70220,1,qual,578,702,18.3,0.8,3,South,14.59,17.86,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
70278,1,qupr,715,704,15.6,15.4,2,South,111.23,116.22,116.24,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
70492,1,nysy,227,714,0.1,11.2,3,South,75.2,76,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
70494,2,caca,74,714,0.4,15.7,3,South,10.13,10.09,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
70495,1,caca,92,714,1.7,18.6,3,South,29.96,30.07,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
70519,1,qual,562,711,15.5,3.3,2,South,105.35,105.83,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
70536,1,qual,625,711,11.9,7.4,2,South,66.22,68.44,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
70579,1,caovl,245,714,19.2,4.3,2,South,54.83,56.36,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
72024,1,quve,516,717,20,9.6,4,North,78.32,77.69,77.72,,BA,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
72116,1,litu,517,719,14.4,10.8,4,North,86.15,85.49,85.38,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
72124,1,quru,828,719,12.5,19.4,4,North,141.31,NA,,,RE,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
72210,1,qual,881,721,5.2,11.5,4,North,67.31,69.87,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
72308,1,qual,670,725,15.2,13.3,7,North,87.01,87.25,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
72324,1,litu,720,726,14.4,6.6,7,North,117.94,116.95,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
72337,1,quru,955,727,7.9,2.6,7,North,99.23,102.7,102.72,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
72348,1,quru,987,727,12,15.1,7,North,94.15,99.45,99.43,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
72357,1,quru,957,728,1.7,2,7,North,74.66,85.57,85.73,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
80401,1,caco,480,807,7.4,19.6,2,South,63.7,65.92,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
80554,1,caovl,551,813,6.9,11.2,2,South,86.16,92.35,,,RE,clip end bent,Jessica Shue,Jessica Shue,2026.02,2026,5,1
80559,1,nysy,439,813,8.9,17.8,2,South,6.95,6.36,6.35,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
82203,1,litu,668,822,8,9.4,4,North,102.47,101.57,101.49,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
82219,1,ceca,96,822,14.7,18.8,4,North,21.41,22.44,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
82360,1,litu,640,829,2.3,0.7,7,North,91.07,90.04,89.94,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
82365,1,qual,450,829,4.9,4.7,7,North,77.38,78.27,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
82422,1,litu,563,831,6.9,19.5,7,North,111.22,110.7,110.66,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
90660,1,quru,1034,913,4.9,7.9,2,South,124.87,NA,,,RE,outgrown,Jessica Shue,Jessica Shue,2026.02,2026,5,1
90752,1,qual,558,916,12.4,7.4,5,North,10.19,10.47,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
91477,1,litu,225,908,19.3,3.5,2,South,68.04,67.68,67.62,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
91486,1,cagl,600,908,17.5,9.2,2,South,91.25,94.39,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
92237,1,nysy,220,922,14.7,19.5,5,North,19.6,19.46,,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
92393,1,cagl,652,925,19.8,7.7,7,North,31.75,36.58,36.68,,,,Jessica Shue,Jessica Shue,2026.02,2026,5,1
