tag,StemTag,sp,dbh,quadrat,lx,ly,area,location,previous_measure,measure,measure.verified,new.band,codes,notes,field.recorders,data.enter,survey.ID,year,month,day
112252,1,litu,495,1122,13.6,19.4,5,North,42.99,44.09,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
112342,1,nysy,199,1125,14.2,16.7,8,North,9.25,8.89,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
112350,1,cagl,621,1126,11.7,5.6,8,North,110.66,110.42,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
112466,1,cato,240,1129,17.5,7.1,8,North,31.87,30.56,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
112467,1,litu,484,1129,19.6,12.5,8,North,98.18,98.86,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
112480,1,litu,625,1131,14.4,10.9,8,North,105.32,106.76,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
112481,1,litu,468,1131,14.9,14.4,8,North,88.45,89.52,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
112482,1,litu,271,1131,17.8,15.9,8,North,24.39,25.21,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
112698,1,ulru,114,1128,17.9,18.2,8,North,47.22,46.95,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
12025,1,quru,941,117,5,16.3,4,North,64.06,62.97,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
120278,1,litu,892,1201,5,8.6,2,South,89.49,90.24,,,RT,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
120755,1,litu,705,1204,6.8,10,2,South,59.16,60.04,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
120777,1,litu,553,1205,3.8,0.2,2,South,22.92,24.17,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
120781,1,litu,637,1205,3,2.2,2,South,28.46,29.55,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
120790,1,litu,478,1205,0.4,6.2,2,South,55.72,55.84,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
121195,1,quru,974,1211,12.4,0.4,2,South,39.93,38.68,,,RT,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
121221,1,litu,120,1207,1.7,19.3,2,South,11.81,12.05,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
121275,1,qupr,260,1209,1.7,16.9,2,South,36.17,36.1,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
121291,1,qupr,479,1210,2.8,9.4,2,South,60.33,61.2,,,RT,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
121301,1,caovl,257,1211,1.2,2.5,2,South,28.13,27.68,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
121305,1,quru,793,1211,1.1,11.2,2,South,51.16,50.31,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
121367,1,nysy,282,1216,4.6,10.8,5,North,101.64,102.48,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
121374,1,juni,378,1216,0.7,18.5,5,North,19.37,22.17,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
121438,1,caco,404,1215,19.1,6.5,3,North,66.84,66.79,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
122006,1,acru,452,1217,9.9,8.3,5,North,43.97,46.28,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
122009,1,acru,303,1217,1.2,4.1,5,North,46.93,47.38,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
122120,1,qual,342,1220,2.6,0.6,5,North,47.68,47.09,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
122121,1,pist,318,1220,1.6,2.3,5,North,74.21,74.85,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
122136,1,quru,666,1220,5.5,7.6,5,North,52.77,51.1,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
122150,1,pist,342,1221,0.8,0.7,5,North,13.36,14.01,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
122154,1,pist,148,1221,5.8,5.2,5,North,4.56,4.3,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
122184,1,pist,246,1222,2.9,13.9,5,North,28.01,28.38,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
122185,1,pist,162,1222,5.6,14.9,5,North,6.04,5.8,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
122189,1,qual,708,1222,5.5,19.5,5,North,22.43,23.02,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
122248,1,qual,598,1222,10.5,13.1,5,North,100.87,102.06,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
122303,1,qual,664,1223,1.9,8.5,5,North,23.39,24.36,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
122343,1,qual,660,1225,10.7,14.4,8,North,62.48,63.16,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
122427,1,qual,875,1227,17,15.6,8,North,104.66,105.73,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
122439,1,cagl,182,1228,12.6,13,8,North,38.74,38.91,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
122450,1,ulru,268,1225,3,19.1,8,North,56.05,56.84,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
122458,1,cagl,238,1226,4.6,4.9,8,North,29.4,28.67,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
122482,1,litu,596,1228,14.5,2.4,8,North,22.59,23.71,,,,mapped incorrectly; SW of 122486,Jessica Shue,Jessica Shue,2026.01,2026,3,18
122486,1,litu,661,1228,2.7,17,8,North,64.64,64.77,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
122489,1,cagl,290,1229,2.8,4.3,8,North,80.35,80.36,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
122492,1,litu,560,1229,2.5,11.5,8,North,93.35,94.4,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
122522,1,litu,442,1232,3.4,17.4,8,North,17.03,18,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
122561,1,litu,710,1231,0,10.5,8,North,81.01,82.23,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
12259,1,litu,1045,125,16.3,1.5,4,North,20.97,20.51,,,,Band loose,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
12416,1,cato,131,129,17.1,16.1,4,North,23.43,22.54,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
12508,1,litu,925,131,10.7,10.4,4,North,92.15,101.69,,,,"last measurement, band removed; replace tree","Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,19
130348,1,litu,626,1302,19.9,1.9,1,South,86.13,87.1,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
130838,1,litu,693,1305,12.2,1,2,South,100.21,101.34,,,RT,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
131009,1,quve,806,1308,13.9,0.7,2,South,94.27,93.55,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
131087,1,quru,712,1310,17.3,17.8,2,South,131.93,132.25,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
131092,1,litu,515,1311,13.1,2.7,2,South,126.26,127.83,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
131096,1,litu,289,1311,19,4.7,2,South,21.5,22.56,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
131188,1,litu,635,1313,10,15.3,3,South,117.38,118.27,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
131364,1,acru,487,1316,12,12.9,5,North,112.98,113.72,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
131422,1,caco,163,1316,13.4,9.6,5,North,46.09,44.97,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
132077,1,qual,649,1319,9.9,15.9,5,North,44.1,45.05,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
132171,1,litu,568,1320,13.7,6.7,5,North,111.77,112.23,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
132280,1,fram,114,1324,6.1,18.2,5,North,20.06,20.73,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
132302,1,quru,951,1321,13,14.4,5,North,84.71,92.79,,,,last measurement; band removed,Jen Jordan,Jessica Shue,2026.01,2026,3,19
132311,1,qual,568,1322,12.9,14.2,5,North,59.41,59.91,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
132321,1,quru,659,1323,17.6,1,5,North,29.89,28.89,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
132371,1,quru,792,1325,19.9,12.9,8,North,74.33,75.58,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
132529,1,litu,936,1329,16.6,13.2,8,North,112.42,113.51,,,RE,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
132539,1,litu,640,1331,15,15.9,8,North,87.31,88.91,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
132542,1,quve,751,1332,15.4,2.9,8,North,52.86,54.62,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
132545,1,litu,466,1332,9.5,11.2,8,North,45.2,45.6,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
140609,1,litu,1134,1403,4.3,3.6,1,South,85.07,84.64,,,,band removed; around two stems,Jessica Shue,Jessica Shue,2026.01,2026,3,17
140646,1,litu,763,1405,1,8.3,2,South,29.79,30.9,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
140751,1,quve,740,1408,9.9,1.5,2,South,109.33,108.5,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
140813,1,litu,751,1410,8.3,11.2,2,South,25.69,27.11,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
140821,1,litu,574,1411,4.6,0.4,2,South,101.22,102.9,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
140825,1,litu,542,1411,8,5.9,2,South,86.07,87.74,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
140829,1,litu,662,1411,0.6,4.9,2,South,95.71,97.22,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
140833,1,litu,597,1411,5.6,9.5,2,South,52.61,53.28,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
141216,1,caco,163,1415,2.1,6.2,3,South,57.13,56.61,56.42,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
142113,1,cagl,488,1417,3,5,5,North,56.85,55.36,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
142380,1,qual,611,1425,6.8,13.1,8,North,92.54,93.38,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
142399,1,qual,650,1427,14.4,0.5,8,North,75.92,75.39,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
142521,1,pist,508,1422,6.4,11.1,5,North,39.61,40.47,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
142527,1,cagl,170,1422,1.9,18.4,5,North,45.72,43.85,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
142548,1,qual,625,1424,4,4.7,5,North,58.29,58.98,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
142575,1,quve,552,1426,1.8,6.4,8,North,43.86,44.99,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
142650,1,ceca,118,1430,17.4,5.7,8,North,22.32,22.23,,,,ready to flower,Jessica Shue,Jessica Shue,2026.01,2026,3,18
142656,1,litu,440,1431,12.4,12.8,8,North,91.5,92.6,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
142708,1,juni,428,1429,4.3,6.2,8,North,6.77,7.99,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
142727,1,litu,958,1431,1.7,8.2,8,North,35.9,34.69,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
142729,1,litu,487,1431,4.7,14.7,8,North,81.24,83.01,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
142730,1,litu,718,1431,9.9,14.7,8,North,126.45,126.87,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
142731,1,litu,540,1432,8.2,2.3,8,North,79.55,80.52,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
142732,1,cagl,229,1432,1.6,1.2,8,North,56.59,56.06,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
142733,1,litu,653,1432,0.5,5.4,8,North,107.68,108.42,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
143707,1,cagl,150,1426,0.9,1.6,8,North,27.28,26.29,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
150781,1,ulru,133,1504,1.2,18.5,1,South,14.39,14.5,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
152153,1,ploc,1014,1520,6.8,0.3,6,North,34.95,30.22,30.24,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
152513,1,qupr,625,1525,4.6,19.2,9,North,38.09,38.56,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
152673,1,litu,961,1530,3.6,18.8,9,North,140.05,141.82,,,,last measurement; band removed,Jessica Shue,Jessica Shue,2026.01,2026,3,18
152701,1,litu,971,1531,11.3,15.7,9,North,98.82,100.91,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
160713,1,litu,940,1603,10.4,13.7,1,South,38.84,39.05,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
160742,1,litu,919,1605,19.3,6.6,1,South,36.62,36.82,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
160805,1,quve,621,1610,17.8,9.9,1,South,13.91,14.29,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
160814,1,cato,447,1611,14.3,5.7,1,South,15.68,13.92,14.04,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
160862,1,ploc,889,1614,12.4,15.2,1,South,38.13,38.13,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
160910,1,litu,1039,1607,8.6,1.1,1,South,71.21,73.11,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
161578,1,qual,239,1616,5.6,14.7,6,North,50.24,50.54,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
162024,1,quve,297,1618,9.7,9.7,6,North,18.98,19.59,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
162293,1,qual,896,1623,3,9.4,6,North,18.86,18.97,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
162439,1,quru,874,1627,16.3,0.3,9,North,105.3,105.89,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
162446,1,quru,822,1630,14.1,2.9,9,North,90.11,91.82,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
162541,1,qupr,414,1627,3.4,15.4,9,North,34.28,34.45,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
162543,1,qual,904,1627,7.5,16.6,9,North,97.7,98.17,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
170175,1,litu,984,1702,4.7,1.6,1,South,57.35,57.55,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
170992,1,litu,740,1704,12.2,15.2,1,South,31.96,33.02,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
170994,1,litu,594,1704,18.4,16.1,1,South,66.29,67.39,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
171127,1,litu,802,1705,9.3,1.8,1,South,109.33,111.39,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
171254,1,litu,799,1708,15.3,3.4,1,South,26.86,28.1,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
171257,1,litu,647,1708,12.2,4.5,1,South,118.62,119.86,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
171262,1,litu,663,1708,15.9,8.2,1,South,59.38,60.65,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
171348,1,ceca,164,1714,19.4,2.4,1,South,12.43,12.99,,,,injured; top partially dead,Jessica Shue,Jessica Shue,2026.01,2026,3,18
171454,1,caco,124,1714,1.6,13.8,1,South,33.6,33.1,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
171456,1,acru,768,1714,0.8,13.4,1,South,86.21,83.52,,,BA,last measurement; band removed,Jessica Shue,Jessica Shue,2026.01,2026,3,18
171505,1,litu,491,1716,14.1,12.4,6,North,16.41,17.24,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
171506,1,litu,536,1716,12,12.9,6,North,89.96,91.47,,,RT,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
172201,1,cagl,68,1717,19.5,1.2,6,North,45.39,44.37,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
172203,1,qual,378,1717,15.5,0.3,6,North,37.3,37.89,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
172205,1,qual,512,1717,16.1,3.5,6,North,35.89,37.78,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
172248,1,cato,280,1719,19.2,19.3,6,North,37.51,37.7,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
172382,1,juni,478,1723,18.2,14.9,6,North,13.27,14.42,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
172416,1,nysy,204,1725,19.9,15.6,9,North,12.02,12.1,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
172417,1,nysy,98,1725,20,18.4,9,North,20.18,19.71,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
172418,1,nysy,295,1725,20,19.5,9,North,31.13,31.55,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
172421,1,cagl,260,1725,14.7,20,9,North,53.16,52.61,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
172423,1,litu,406,1726,18.4,1.6,9,North,140.42,141.28,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
172556,1,litu,887,1729,5.1,3.9,9,North,36.25,37.23,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
172624,1,litu,499,1731,17.1,14.5,9,North,92.3,93.61,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
