tag,stemtag,sp,quadrat,survey.ID,exactdate,measure,crown.condition,illum,codes,notes,field.recorders,data.enter,location,area
62241,1,litu,623,2011.23,12/15/2011,62.06,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
62417,1,quve,630,2011.23,12/15/2011,40.31,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
62449,1,qual,632,2011.23,12/15/2011,49.20,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
62454,1,quve,632,2011.23,12/15/2011,60.59,2,4,,,Jennifer McGarvey,Jennifer McGarvey,,
70096,1,quru,704,2011.23,12/15/2011,60.60,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
70126,1,quru,705,2011.23,12/15/2011,60.46,3,4,,In Exclosure,Jennifer McGarvey,Jennifer McGarvey,,
70181,1,litu,707,2011.23,12/15/2011,60.32,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
70216,1,quve,701,2011.23,1/12/2012,42.55,4,4,,"measured Jan. 12, 2012",Jennifer McGarvey,Jennifer McGarvey,,
70220,1,qual,702,2011.23,12/15/2011,52.55,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
70278,1,qupr,704,2011.23,12/15/2011,61.44,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
70292,1,cagl,705,2011.23,12/15/2011,33.03,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
70352,1,litu,707,2011.23,12/15/2011,24.87,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
70356,1,caca,707,2011.23,12/15/2011,1.98,3,2,,,Jennifer McGarvey,Jennifer McGarvey,,
70357,1,cagl,708,2011.23,12/15/2011,12.88,2,2,,,Jennifer McGarvey,Jennifer McGarvey,,
70358,1,litu,708,2011.23,12/15/2011,26.48,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
70433,1,litu,710,2011.23,12/15/2011,56.21,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
70519,1,qual,711,2011.23,12/15/2011,43.63,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
70536,1,qual,711,2011.23,12/15/2011,44.59,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
70579,1,caovl,714,2011.23,12/15/2011,21.50,3,3,,,Jennifer McGarvey,Jennifer McGarvey,,
70581,1,quru,714,2011.23,12/15/2011,68.28,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
70588,1,quve,714,2011.23,12/15/2011,10.54,3,3,,,Jennifer McGarvey,Jennifer McGarvey,,
72024,1,quve,717,2011.23,12/15/2011,64.95,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72115,1,litu,719,2011.23,12/15/2011,26.57,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72116,1,litu,719,2011.23,12/15/2011,43.47,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72122,1,caca,719,2011.23,1/12/2012,11.33,4,4,,"measured Jan. 12, 2012",Jennifer McGarvey,Jennifer McGarvey,,
72124,1,quru,719,2011.23,12/15/2011,78.62,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72149,1,litu,720,2011.23,12/15/2011,97.50,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72210,1,qual,721,2011.23,12/15/2011,55.91,2,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72232,1,qual,722,2011.23,12/15/2011,34.35,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72248,1,caovl,723,2011.23,12/15/2011,27.11,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72308,1,qual,725,2011.23,12/15/2011,18.17,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72322,1,litu,726,2011.23,12/15/2011,9.11,3,3,,,Jennifer McGarvey,Jennifer McGarvey,,
72324,1,litu,726,2011.23,12/15/2011,55.23,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72337,1,quru,727,2011.23,12/15/2011,60.07,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72348,1,quru,727,2011.23,12/15/2011,79.32,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72357,1,quru,728,2011.23,12/15/2011,97.55,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72375,1,litu,728,2011.23,12/15/2011,NA,3,4,,Not found in Jan. 2012,Jennifer McGarvey,Jennifer McGarvey,,
72377,1,litu,728,2011.23,12/15/2011,45.71,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72408,1,qual,730,2011.23,12/15/2011,33.35,2,3,,,Jennifer McGarvey,Jennifer McGarvey,,
72427,1,litu,730,2011.23,12/15/2011,73.35,4,4,,New band,Jennifer McGarvey,Jennifer McGarvey,,
72447,1,litu,732,2011.23,12/15/2011,58.43,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72448,1,litu,732,2011.23,12/15/2011,115.35,1,4,,,Jennifer McGarvey,Jennifer McGarvey,,
72452,1,quve,732,2011.23,12/15/2011,dead,1,3,,,Jennifer McGarvey,Jennifer McGarvey,,
80005,1,fram,801,2011.23,12/15/2011,11.66,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
80100,1,litu,804,2011.23,12/15/2011,52.56,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
80180,1,cagl,804,2011.23,12/15/2011,48.12,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
80398,1,caco,807,2011.23,12/15/2011,15.23,3,3,,,Jennifer McGarvey,Jennifer McGarvey,,
80401,1,caco,807,2011.23,12/15/2011,49.97,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
80491,1,quru,809,2011.23,12/15/2011,129.86,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
80554,1,caovl,813,2011.23,12/15/2011,55.68,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
80559,1,nysy,813,2011.23,12/15/2011,4.93,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
80614,1,caco,810,2011.23,12/15/2011,16.35,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
80615,1,litu,810,2011.23,12/15/2011,43.69,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
80628,1,quru,811,2011.23,12/15/2011,13.89,3,3,,,Jennifer McGarvey,Jennifer McGarvey,,
80631,1,litu,811,2011.23,12/15/2011,43.99,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82125,1,cagl,819,2011.23,12/15/2011,23.27,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
82138,1,quru,820,2011.23,12/15/2011,65.28,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82203,1,litu,822,2011.23,12/15/2011,56.69,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82223,1,litu,822,2011.23,12/15/2011,42.83,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82226,1,litu,823,2011.23,12/15/2011,17.71,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82284,1,quve,825,2011.23,12/15/2011,62.38,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82292,1,litu,826,2011.23,12/15/2011,39.12,2,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82298,1,litu,826,2011.23,12/15/2011,73.44,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82326,1,quve,827,2011.23,12/15/2011,58.05,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82357,1,litu,828,2011.23,12/15/2011,53.45,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82360,1,litu,829,2011.23,12/15/2011,51.30,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82365,1,qual,829,2011.23,12/15/2011,22.48,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82368,1,litu,829,2011.23,12/15/2011,44.64,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82419,1,litu,831,2011.23,12/15/2011,61.34,2,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82421,1,litu,831,2011.23,12/15/2011,51.94,2,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82422,1,litu,831,2011.23,12/15/2011,36.58,NA,4,,,Jennifer McGarvey,Jennifer McGarvey,,
82434,1,quve,832,2011.23,12/15/2011,58.15,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
90043,1,quve,901,2011.23,12/15/2011,80.30,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
90084,1,quve,902,2011.23,12/15/2011,83.25,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
90162,1,litu,904,2011.23,12/15/2011,203.14,4,4,,measured in 2 parts; needs new band,Jennifer McGarvey,Jennifer McGarvey,,
90354,1,litu,905,2011.23,12/15/2011,85.56,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
90413,3,litu,904,2011.23,12/15/2011,38.18,NA,3,,,Jennifer McGarvey,Jennifer McGarvey,,
90446,1,ulru,905,2011.23,12/15/2011,NA,3,4,,dead,Jennifer McGarvey,Jennifer McGarvey,,
90530,1,litu,910,2011.23,12/15/2011,14.35,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
90533,1,cagl,911,2011.23,12/15/2011,105.48,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
90612,1,quru,910,2011.23,12/15/2011,24.75,3,3,,,Jennifer McGarvey,Jennifer McGarvey,,
90660,1,quru,913,2011.23,12/15/2011,60.91,3,4,,band broken,Jennifer McGarvey,Jennifer McGarvey,,
90752,1,qual,916,2011.23,12/15/2011,32.56,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
91451,1,litu,907,2011.23,12/15/2011,9.73,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
91474,1,litu,908,2011.23,12/15/2011,99.13,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
91476,1,litu,908,2011.23,12/15/2011,79.54,3,3,,,Jennifer McGarvey,Jennifer McGarvey,,
91477,1,litu,908,2011.23,12/15/2011,25.80,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
91486,1,cagl,908,2011.23,12/15/2011,34.76,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
92006,1,litu,917,2011.23,12/15/2011,24.60,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
92018,1,acru,917,2011.23,12/15/2011,26.67,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
92112,1,litu,919,2011.23,12/15/2011,168.23,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
92139,1,quru,920,2011.23,12/15/2011,30.42,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
92141,1,cagl,920,2011.23,12/15/2011,NA,4,2,,Band fixed in Jan. 2012. ,Jennifer McGarvey,Jennifer McGarvey,,
92234,1,qual,922,2011.23,12/15/2011,4.31,0,1,,Dead; Remove band; Tree is dead,Jennifer McGarvey,Jennifer McGarvey,,
92237,1,nysy,922,2011.23,12/15/2011,17.41,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
92238,1,quve,922,2011.23,12/15/2011,32.51,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
92269,1,ceca,923,2011.23,12/15/2011,33.82,0,1,,,Jennifer McGarvey,Jennifer McGarvey,,
92280,1,quve,923,2011.23,12/15/2011,27.04,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
92393,1,cagl,925,2011.23,12/15/2011,38.65,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
92414,1,litu,926,2011.23,12/15/2011,95.26,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
92466,1,litu,927,2011.23,12/15/2011,47.92,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
92487,1,quve,928,2011.23,12/15/2011,13.83,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
92488,1,litu,928,2011.23,12/15/2011,80.83,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
92545,1,litu,931,2011.23,12/15/2011,23.28,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
92546,1,litu,931,2011.23,12/15/2011,110.66,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
92547,1,litu,931,2011.23,12/15/2011,40.28,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
100011,1,fram,1001,2011.23,12/15/2011,42.30,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
100516,1,litu,1004,2011.23,12/15/2011,115.33,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
100562,1,litu,1004,2011.23,12/15/2011,45.45,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
100612,1,litu,1003,2011.23,12/15/2011,72.98,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
100720,1,litu,1004,2011.23,12/15/2011,44.90,NA,4,,,Jennifer McGarvey,Jennifer McGarvey,,
100754,1,quru,1005,2011.23,12/15/2011,107.02,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
100771,1,quru,1005,2011.23,12/15/2011,89.42,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
100905,1,litu,1008,2011.23,12/15/2011,54.95,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
100906,1,litu,1008,2011.23,12/15/2011,170.40,4,4,,needs new band,Jennifer McGarvey,Jennifer McGarvey,,
100960,1,quru,1010,2011.23,12/15/2011,42.47,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
101082,1,litu,1009,2011.23,12/15/2011,51.16,NA,4,,,Jennifer McGarvey,Jennifer McGarvey,,
101111,1,litu,1011,2011.23,12/15/2011,22.08,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
101118,1,litu,1011,2011.23,12/15/2011,113.76,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
101244,1,quve,1014,2011.23,12/15/2011,34.16,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
101310,1,fram,1016,2011.23,12/15/2011,53.09,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
101312,1,fram,1016,2011.23,12/15/2011,116.17,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102001,1,fram,1017,2011.23,12/15/2011,37.82,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
102148,1,cato,1019,2011.23,12/15/2011,24.30,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
102149,1,cagl,1020,2011.23,12/15/2011,31.34,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
102150,1,qual,1020,2011.23,12/15/2011,136.20,4,4,,needs new band,Jennifer McGarvey,Jennifer McGarvey,,
102154,1,qual,1020,2011.23,12/15/2011,73.84,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102177,1,qual,1020,2011.23,12/15/2011,33.60,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102258,1,qual,1022,2011.23,12/15/2011,93.96,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102261,1,qual,1022,2011.23,12/15/2011,55.19,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102262,1,qual,1022,2011.23,12/15/2011,52.50,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102264,1,qual,1022,2011.23,12/15/2011,7.54,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102303,1,quve ,1024,2011.23,12/15/2011,58.36,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102348,1,qual ,1025,2011.23,12/15/2011,55.16,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102364,1,qual,1025,2011.23,12/15/2011,16.30,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102365,1,litu,1025,2011.23,12/15/2011,6.16,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
102371,1,qual,1026,2011.23,12/15/2011,8.01,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102438,2,litu,1028,2011.23,12/15/2011,25.63,NA,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102439,1,litu,1028,2011.23,12/15/2011,8.92,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
102441,1,litu,1029,2011.23,12/15/2011,124.78,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102442,1,litu,1029,2011.23,12/15/2011,22.06,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102443,1,litu,1029,2011.23,12/15/2011,43.87,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102444,1,litu,1029,2011.23,12/15/2011,41.11,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102446,2,litu,1029,2011.23,12/15/2011,68.79,NA,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102501,1,litu,1031,2011.23,12/15/2011,49.96,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
102502,1,ulru,1031,2011.23,12/15/2011,NA,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
102505,1,ceca,1032,2011.23,12/15/2011,NA,4,2,,Dead,Jennifer McGarvey,Jennifer McGarvey,,
102509,1,quve,1032,2011.23,12/15/2011,71.81,2,4,,,Jennifer McGarvey,Jennifer McGarvey,,
110061,1,litu,1101,2011.23,12/15/2011,53.65,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
110788,1,litu,1104,2011.23,12/15/2011,27.83,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
110791,1,litu,1104,2011.23,12/15/2011,95.36,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
110798,1,qupr,1104,2011.23,12/15/2011,77.82,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
110901,1,litu,1105,2011.23,12/15/2011,120.54,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
110904,1,quve,1105,2011.23,12/15/2011,10.85,2,4,,Dead,Jennifer McGarvey,Jennifer McGarvey,,
111014,1,litu,1107,2011.23,12/15/2011,71.59,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
111029,1,litu,1107,2011.23,12/15/2011,15.50,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
111030,1,litu,1107,2011.23,12/15/2011,25.54,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
111032,2,litu,1107,2011.23,12/15/2011,64.26,NA,4,,,Jennifer McGarvey,Jennifer McGarvey,,
111039,1,litu,1108,2011.23,12/15/2011,53.74,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
111041,1,quru,1108,2011.23,12/15/2011,90.27,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
111092,1,litu,1110,2011.23,12/15/2011,117.45,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
111093,1,litu,1110,2011.23,12/15/2011,107.98,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
111292,1,fram,1116,2011.23,12/15/2011,21.09,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112014,1,cagl,1117,2011.23,12/15/2011,95.55,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112057,1,acru,1117,2011.23,12/15/2011,14.20,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112060,1,fram,1117,2011.23,12/15/2011,30.54,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112118,1,quru,1119,2011.23,12/15/2011,22.39,1,2,,,Jennifer McGarvey,Jennifer McGarvey,,
112130,1,qual,1119,2011.23,12/15/2011,1.70,3,3,,,Jennifer McGarvey,Jennifer McGarvey,,
112136,1,pist,1120,2011.23,12/15/2011,28.83,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
112137,1,qual,1120,2011.23,12/15/2011,120.04,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112142,1,qual,1120,2011.23,12/15/2011,86.31,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112143,1,quru,1120,2011.23,12/15/2011,41.22,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112250,1,pist,1122,2011.23,12/15/2011,103.66,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112252,1,litu,1122,2011.23,12/15/2011,107.21,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112262,1,quru,1123,2011.23,12/15/2011,22.56,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
112316,1,quve,1125,2011.23,12/15/2011,32.92,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112336,1,qual,1125,2011.23,12/15/2011,12.54,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112340,1,ceca,1125,2011.23,12/15/2011,NA,4,2,,"Not found, possibly dead (Jan 2012)",Jennifer McGarvey,Jennifer McGarvey,,
112342,1,nysy,1125,2011.23,12/15/2011,5.07,4,3,,"remeasured Jan 17th, 2012",Jennifer McGarvey,Jennifer McGarvey,,
112350,1,cagl,1126,2011.23,12/15/2011,19.06,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112354,1,qual,1126,2011.23,12/15/2011,184.41,4,4,,needs new band,Jennifer McGarvey,Jennifer McGarvey,,
112462,1,litu,1128,2011.23,12/15/2011,37.48,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112467,1,litu,1129,2011.23,12/15/2011,69.55,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112480,1,litu,1131,2011.23,12/15/2011,27.53,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112481,1,litu,1131,2011.23,12/15/2011,42.02,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112482,1,litu,1131,2011.23,12/15/2011,36.88,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
112485,1,quve,1132,2011.23,12/15/2011,13.02,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
112698,1,ulru,1128,2011.23,12/15/2011,4.18,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
120278,1,litu,1201,2011.23,12/15/2011,94.33,4,0,,,Jennifer McGarvey,Jennifer McGarvey,,
120755,1,litu,1204,2011.23,12/15/2011,69.79,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
