tag,stemtag,sp,quadrat,survey.ID,exactdate,measure,crown.condition,crown.illum,codes,notes,field.recorders,data.enter,location,area
80180,1,cato,804,2018.14,11/8/2018,139.82,4,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
80398,1,caco,807,2018.14,11/8/2018,13.13,3,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
80401,1,caco,807,2018.14,11/8/2018,132.49,3,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
80615,1,litu,810,2018.14,11/8/2018,19.93,4,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
80628,1,quru,811,2018.14,11/8/2018,42.84,3,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
80631,1,litu,811,2018.14,11/8/2018,118.62,3,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
80554,1,caovl,813,2018.14,11/8/2018,81.45,4,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
80559,1,nysy,813,2018.14,11/8/2018,6.69,3,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
82125,1,cagl,819,2018.14,11/8/2018,29,4,3,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,4
82138,1,quru,820,2018.14,11/8/2018,50,4,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,4
82203,1,litu,822,2018.14,11/8/2018,145,4,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,4
82223,1,litu,822,2018.14,11/8/2018,135,4,5,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,4
82226,1,litu,823,2018.14,11/8/2018,50,4,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,4
82284,1,quve,825,2018.14,11/8/2018,87,3,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
82292,1,litu,826,2018.14,11/8/2018,116,4,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
82298,1,litu,826,2018.14,11/8/2018,20,4,5,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
82326,1,quve,827,2018.14,11/8/2018,142,4,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
82357,1,litu,828,2018.14,11/8/2018,22,4,5,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
82360,1,litu,829,2018.14,11/8/2018,15,4,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
82365,1,qual,829,2018.14,11/8/2018,55,4,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
82368,1,litu,829,2018.14,11/8/2018,98,4,5,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
82419,1,litu,831,2018.14,11/8/2018,25,4,5,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
82421,1,litu,831,2018.14,11/8/2018,131,4,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
82422,1,litu,831,2018.14,11/8/2018,80,4,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
82434,1,quve,832,2018.14,11/8/2018,144,4,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
90043,1,quve,901,2018.14,11/8/2018,126.73,2,4,RD,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
90084,1,quve,902,2018.14,11/8/2018,47.97,2,4,RD,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
90162,1,litu,904,2018.14,11/8/2018,80.56,3,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
90311,1,cagl,904,2018.14,11/8/2018,17.4,3,3,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
90354,1,litu,905,2018.14,11/8/2018,144.07,4,4,I,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
91435,1,litu,907,2018.14,11/8/2018,49.78,3,3,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
91451,1,litu,907,2018.14,11/8/2018,112.9,3,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
91474,1,litu,908,2018.14,11/8/2018,43.41,3,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
91476,1,litu,908,2018.14,11/8/2018,101.84,4,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
91477,1,litu,908,2018.14,11/8/2018,45.75,2,3,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
91486,1,cagl,908,2018.14,11/8/2018,36.4,2,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
90530,1,litu,910,2018.14,11/8/2018,116.15,3,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
90612,1,quru,910,2018.14,11/8/2018,116.53,3,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
90660,1,quru,913,2018.14,11/8/2018,60.83,4,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
90752,1,qual,916,2018.14,11/8/2018,51.28,4,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
92006,1,litu,917,2018.14,11/8/2018,NA,2,4,DS,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
92018,1,acru,917,2018.14,11/8/2018,81.54,3,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
92112,1,litu,919,2018.14,11/8/2018,107.13,3,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
92139,1,quru,920,2018.14,11/8/2018,38.79,4,3,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
92140,1,cato,920,2018.14,11/8/2018,3.55,2,2,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
92141,1,cagl,920,2018.14,11/8/2018,28.26,3,2,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
92237,1,nysy,922,2018.14,11/8/2018,1.8,4,3,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
92238,1,quve,922,2018.14,11/8/2018,10,4,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
92280,1,quve,923,2018.14,11/8/2018,13.4,4,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
92393,1,cagl,925,2018.14,11/8/2018,93,4,5,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
92414,1,litu,926,2018.14,11/8/2018,135,4,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
92466,1,litu,927,2018.14,11/8/2018,127,4,5,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
92487,1,quve,928,2018.14,11/8/2018,120,4,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
92488,1,litu,928,2018.14,11/8/2018,59,4,5,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
92545,1,litu,931,2018.14,11/8/2018,65,4,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
92546,1,litu,931,2018.14,11/8/2018,50,4,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
92547,1,litu,931,2018.14,11/8/2018,83,4,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
100011,1,fram,1001,2018.14,11/8/2018,134,3,4,,"check status, looks unhealthy","Abigail Ferson, Caroline Kittle",Ian McGregor,South,3
100612,1,litu,1003,2018.14,11/8/2018,69.39,4,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
100516,1,litu,1004,2018.14,11/8/2018,61.77,3,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
100562,1,litu,1004,2018.14,11/8/2018,143.07,3,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
100754,1,quru,1005,2018.14,11/8/2018,26.42,4,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
100771,1,quru,1005,2018.14,11/8/2018,131.97,4,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
100905,1,litu,1008,2018.14,11/8/2018,134.75,3,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
100906,1,litu,1008,2018.14,11/8/2018,24.98,3,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
100960,1,quru,1010,2018.14,11/8/2018,38.42,2,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
101111,1,litu,1011,2018.14,11/8/2018,31.3,3,2,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
101118,1,litu,1011,2018.14,11/8/2018,81.18,3,3,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,South,2
101244,1,quve,1014,2018.14,11/8/2018,83,2,5,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,South,3
101310,1,fram,1016,2018.14,11/8/2018,98.88,2,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
101312,1,fram,1016,2018.14,11/8/2018,138.05,2,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
102148,1,cato,1019,2018.14,11/8/2018,26.75,4,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
102149,1,cagl,1020,2018.14,11/8/2018,42.49,2,2,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
102150,1,qual,1020,2018.14,11/8/2018,56.98,4,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
102154,1,qual,1020,2018.14,11/8/2018,105.22,2,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
102177,1,qual,1020,2018.14,11/8/2018,105.64,3,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
102258,1,qual,1022,2018.14,11/8/2018,12,4,3,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
102261,1,qual,1022,2018.14,11/8/2018,14.1,4,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
102262,1,qual,1022,2018.14,11/8/2018,8.6,4,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
102264,1,qual,1022,2018.14,11/8/2018,2.4,4,4,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
102303,1,quve,1024,2018.14,11/8/2018,15.4,4,5,,,"Alyssa Terrell, Amanda Jean Seglem",Ian McGregor,North,5
102348,1,qual,1025,2018.14,11/8/2018,141,3,5,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
102364,1,qual,1025,2018.14,11/8/2018,95,3,4,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
102365,1,litu,1025,2018.14,11/8/2018,53,4,3,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
102371,1,qual,1026,2018.14,11/8/2018,68,4,5,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
102438,1,litu,1028,2018.14,11/8/2018,64,4,4,M;main,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
102438,2,litu,1028,2018.14,11/8/2018,70,4,4,S,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
102439,1,litu,1028,2018.14,11/8/2018,20,4,3,,,"Abigail Ferson, Caroline Kittle",Ian McGregor,North,7
