tag,stemtag,sp,dbh,quadrat,lx,ly,area,location,previous_measure,measure,measure.verified,codes,new.band,notes,field.recorders,data.enter,survey.ID,year,month,day
180654,1,litu,332.2,1805,6,0.3,1,South,78.66,78.93,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
180691,1,litu,716,1807,6.2,17.3,1,South,113.75,113.54,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
180903,1,litu,327,1808,4.8,2.3,1,South,30.22,29.61,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
180904,1,litu,372.2,1808,2.8,6.5,1,South,84.83,84.87,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
180931,1,quve,822,1809,8.2,19.4,1,South,NA,14.38,,RT,1,new band to be installed,Jessica Shue,Jessica Shue,2025.01,2025,3,19
180948,1,qupr,134,1811,1,9.5,1,South,12.82,12.48,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
180984,1,litu,923.5,1813,4,11.8,1,South,111.57,112.02,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
180991,1,ploc,936.2,1814,1.5,6.7,1,South,45.63,46.19,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190065,1,litu,539,1902,18.8,0.4,1,South,41.96,43.02,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190067,1,litu,739,1902,19,2.2,1,South,84.76,85.52,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190071,1,litu,211.6,1902,20,4.3,1,South,40.87,41.13,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190115,1,litu,923.5,1902,4.8,18.6,1,South,42.53,42.83,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190413,1,litu,1001.6,1904,14.7,5.6,1,South,27,27.28,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190426,1,litu,1016.2,1904,11,16,1,South,138.15,138.65,,,1,new band to be installed,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190429,1,litu,724.9,1904,12.5,19.1,1,South,14.56,14.49,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190655,1,litu,545.6,1907,12.9,16.1,1,South,89.74,90.36,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190658,1,litu,473.2,1907,10.6,16.7,1,South,69.53,70.25,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190670,1,litu,572,1908,8,3.2,1,South,44.41,44.32,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190694,1,quru,1265.5,1909,18.2,14.7,1,South,51.89,50.36,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190704,1,caco,209,1910,15.2,4.3,1,South,32.06,28.63,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190568,1,juni,903,1912,2.6,18.8,1,South,80.68,81.47,,BA,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190793,1,litu,601,1914,12.2,1.3,1,South,37.59,38.86,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190794,1,quru,639.8,1914,10.6,1.4,1,South,68.75,69.15,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
190798,1,cagl,269.3,1914,12.5,8.4,1,South,21.44,20.96,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
200142,1,litu,604,2002,1.3,3.5,1,South,51.99,52.44,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
200151,1,litu,669.3,2002,6.9,4,1,South,110.47,111.12,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
200547,1,litu,654,2005,2.6,1.1,1,South,35.94,36.82,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
200551,1,litu,576,2005,1,5.3,1,South,21.3,22.04,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
200577,1,juni,548,2007,6.1,9.6,1,South,6.02,5.69,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
200586,1,juni,453,2007,2,13.9,1,South,26.1,26.18,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
200676,1,litu,869.1,2008,12.2,6.9,1,South,40.5,40.08,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
200812,1,juni,548,2008,8,1.2,1,South,49.74,48.47,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
200818,1,litu,348,2008,4.4,3.9,1,South,20.69,19.86,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
200822,1,litu,854,2008,5.6,10.3,1,South,37.77,38.86,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
201171,1,ceca,116,2011,8.7,9.4,1,South,11.32,11.15,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
201180,1,caco,125,2011,10.5,14.6,1,South,28.48,28.88,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
201207,1,litu,1332,2012,10,17.3,1,South,35.4,36.48,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
201261,1,juni,492,2013,0.3,17.3,1,South,54.34,55.56,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
201264,1,litu,419.1,2014,0.3,6.8,1,South,92.55,92.89,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
201274,1,litu,606.8,2014,5.3,8.9,1,South,32.31,31.58,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
201278,1,litu,641.8,2014,2.2,11.8,1,South,39.7,41.81,,,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
201279,1,quru,475,2014,1.9,13,1,South,52.81,53.14,,RT,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
201331,1,qupr,432,2015,14.3,9.5,1,South,43.41,43.54,,RT,,,"John Whitmoyer, Phoung Thao",Jessica Shue,2025.01,2025,3,18
40465,1,qupr,451,404,8.2,12.5,2,South,109.28,109,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
50364,1,qual,661.9,507,4.2,18.1,2,South,36.56,61.14,,"NN, RT",,need to confirm gap has increased,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
60266,1,cato,496,604,5.5,9.2,2,South,27.62,26.14,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
70096,1,quru,893,704,3.3,12.7,2,South,26.51,25.05,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
70278,1,qupr,679.8,704,15.6,15.4,2,South,95.38,95.2,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
70126,1,quru,821,705,9.3,12.5,2,South,33.77,33.38,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
70292,1,cagl,456.3,705,14.6,2.1,2,South,92.93,90.39,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
70146,1,quve,662,706,8.8,7.2,2,South,29.94,29.29,,NN,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
70352,1,litu,751.1,707,18.5,11,2,South,16.08,10.64,,NN,1,new band installed,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
70358,1,litu,363.8,708,18.4,2,2,South,40.59,39.42,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
70433,1,litu,716.9,710,11.4,13.8,2,South,58.25,58.02,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
70519,1,qual,544.8,711,15.5,3.3,2,South,102.88,102.32,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
70536,1,qual,599,711,11.9,7.4,2,South,56.22,55.66,,NN,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
70579,1,caovl,236.1,714,19.2,4.3,2,South,51.88,49.08,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
80100,1,litu,582,804,2.4,10.8,2,South,91.1,91.48,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
80180,1,cagl,1015,804,15.9,5.3,2,South,57.93,58.17,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
80401,1,caco,469,807,7.4,19.6,2,South,54.66,54.63,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
80615,1,litu,653.2,810,4.4,16.8,2,South,87.71,87.94,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
80628,1,quve,544.5,811,7.5,3,2,South,60.3,59.95,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
80631,1,litu,521.4,811,0.2,6.1,2,South,53.26,54.25,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
80554,1,caovl,529,813,6.9,11.2,2,South,61.35,59.68,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
80559,1,nysy,434.6,813,8.9,17.8,2,South,6.2,6.32,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
90236,1,ulru,155,902,14.4,2.5,2,South,12.26,13.11,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
90162,1,litu,655.9,904,16.9,11.1,2,South,14.16,13.51,,,1,new band installed,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
90311,1,cagl,167.8,904,17.5,15.8,2,South,27.56,26.11,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
90354,1,litu,670.9,905,10.6,5,2,South,41.61,41.1,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
91451,1,litu,555.1,907,18.7,17.6,2,South,75.63,75.84,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
91474,1,litu,438.2,908,14.5,4.7,2,South,96.2,96.47,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
91476,1,litu,505.4,908,18.4,2.4,2,South,113.6,113.28,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
91477,1,litu,210,908,19.3,3.5,2,South,61.92,62.62,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
91486,1,cagl,570.9,908,17.5,9.2,2,South,83.9,80.22,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
90612,1,quru,552,910,10.7,14,2,South,54.36,54.65,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
90544,1,qupr,199,911,18.5,15.4,2,South,9.98,9.5,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
90631,1,quve,180,911,1.5,13.9,2,South,5.48,5.14,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
90660,1,quru,988,913,4.9,7.9,2,South,90.52,90.54,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
100498,1,caco,152,1003,16.7,14.2,2,South,31.31,29.51,,NN,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
100612,1,litu,1200.9,1003,12,4.4,2,South,77.58,78.04,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
100516,1,litu,1036.1,1004,17.9,2.3,2,South,14.82,13.44,,,1,new band installed,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
100562,1,litu,628.2,1004,9.1,19.2,2,South,51.83,51,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
100754,1,quru,430.2,1005,3.8,6.8,2,South,70.5,71.01,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
100771,1,quru,968,1005,8.5,17,2,South,47.99,48.03,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
101008,1,tiam,177,1006,4.2,11.6,2,South,27.38,27.13,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
100905,1,litu,680,1008,10,1.6,2,South,57.25,57.27,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
100906,1,litu,497,1008,9.3,1.1,2,South,40.35,40.4,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
101075,1,qupr,373,1008,3,13.1,2,South,12.61,11.47,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
100955,1,quru,321,1010,16.7,6.8,2,South,27.35,27.25,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
100960,1,quru,563.5,1010,13.8,10.5,2,South,28.63,29.22,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
100963,1,caovl,204,1010,11.1,14.7,2,South,25.14,23.08,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
101111,1,litu,96.2,1011,0.1,1.3,2,South,42.31,42.13,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
101118,1,litu,190.7,1011,0.3,3,2,South,58.77,58.63,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
110061,1,litu,1205,1101,17,10,2,South,44.4,45.49,,NN,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
110526,1,ceca,143,1103,15.1,3,2,South,28.02,28.35,,NN,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
110680,1,litu,683.9,1104,2,6.5,2,South,62.61,62.84,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
110788,1,litu,656,1104,19.9,11.7,2,South,37.56,37.68,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
110791,1,litu,660,1104,11.3,10,2,South,32.29,32.64,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
110798,1,litu,712.3,1104,16,15.5,2,South,84.12,84.98,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
110901,1,litu,524.1,1105,20,4.1,2,South,14.45,12.52,,"NN, RT",1,new band installed,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
111014,1,litu,671.3,1107,13.9,12.2,2,South,40.22,39.67,,NN,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
111030,1,litu,600.5,1107,15.1,19.9,2,South,14.93,14.38,,NN,1,new band installed,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
111032,1,litu,600,1107,10.3,19,2,South,85.46,86.49,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
111032,2,litu,424.3,1107,10.3,19,2,South,76.07,76.68,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
111039,1,litu,463,1108,19.7,4.1,2,South,37.29,37.64,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
111092,1,litu,543.6,1110,18.3,17.7,2,South,86.05,86.17,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
111093,1,litu,460.5,1110,13.4,16.4,2,South,10.6,12.08,,"NN, RT",1,new band installed,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
120278,1,litu,830,1201,5,8.6,2,South,69.95,71.08,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
120755,1,litu,639,1204,6.8,10,2,South,48.08,49.16,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
120777,1,litu,527,1205,3.8,0.2,2,South,17.03,16.18,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
120781,1,litu,605.9,1205,3,2.2,2,South,22.1,20.71,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
120790,1,litu,452.5,1205,0.4,6.2,2,South,50.39,49.31,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
121221,1,litu,117.2,1207,1.7,19.3,2,South,11.06,10.83,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
121275,1,qupr,256,1209,1.7,16.9,2,South,32.68,32.23,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
121291,1,qupr,460,1210,2.8,9.4,2,South,43.22,43.84,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
121195,1,quru,914.7,1211,12.4,0.4,2,South,21.31,21.85,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
121301,1,caovl,241.3,1211,1.2,2.5,2,South,22.72,21.24,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
121305,1,quru,753.8,1211,1.1,11.2,2,South,41.04,41.44,,NN,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
130838,1,litu,652.4,1305,12.2,1,2,South,84.98,85.18,,NN,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
131009,1,quve,757.6,1308,13.9,0.7,2,South,89.52,89.51,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
131087,1,quru,665,1310,17.3,17.8,2,South,117.45,117.69,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
131092,1,litu,472.9,1311,13.1,2.7,2,South,115.95,117.27,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
131096,1,litu,280.8,1311,19,4.7,2,South,20.12,19.85,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
140646,1,litu,716.8,1405,1,8.3,2,South,15.58,14.99,,"NN, RT",1,new band installed,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
140751,1,quve,NA,1408,9.9,1.5,2,South,88.57,88.96,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
140813,1,litu,700.6,1410,8.3,11.2,2,South,17.16,16.85,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
140821,1,litu,531.4,1411,4.6,0.4,2,South,93.84,94.54,,"NN, RT",,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
140825,1,litu,523,1411,8,5.9,2,South,76.96,77.41,,NN,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
140829,1,litu,642,1411,0.6,4.9,2,South,86.77,85.43,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
140833,1,litu,561.3,1411,5.6,9.5,2,South,45.38,45.14,,,,,Brigit Rooney,Jessica Shue,2025.01,2025,3,19
10469,1,litu,838.8,109,9.7,1,3,South,133.7,124.72,124.69,"RE, RT",,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
10609,1,cagl,439,111,19.5,2.9,3,South,18.92,14.52,14.46,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
10643,1,fagr,693,112,0.6,13,3,South,39.34,39.28,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
10587,1,litu,985,113,2.6,13,3,South,114.62,114.99,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
10669,1,cagl,811,114,6.1,12.3,3,South,NA,7.92,,,1,new band installed,Jessica Shue,Jessica Shue,2025.01,2025,3,18
10671,1,quru,851,114,6.2,14.5,3,South,28.9,28.91,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
20587,1,litu,1207.3,208,14.8,1.3,3,South,79.79,78.23,78.19,,1,previously installed,Jessica Shue,Jessica Shue,2025.01,2025,3,18
20617,1,litu,851,209,6.9,7.6,3,South,84.38,84.14,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
20712,1,litu,896.2,212,1.5,8.3,3,South,119.14,119.89,,RE,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
20737,1,tiam,180,213,12.6,3.8,3,South,20.77,20,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
30225,1,qual,301,306,20,3.1,3,South,41.42,40.62,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
30233,1,fagr,1072,306,15.6,16.2,3,South,112.06,113.04,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
30234,1,fagr,81,306,15.3,18.5,3,South,21.91,21.57,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
30331,1,cagl,231,306,8.3,19.5,3,South,34.32,31.63,31.67,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
30333,1,fagr,222,306,14,19.3,3,South,114.73,113.86,,RT,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
30339,1,litu,153.1,307,8.6,4.1,3,South,18.59,17.55,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
30339,2,litu,153.1,307,8.6,4.1,3,South,15.91,14.51,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
30339,3,litu,153.1,307,8.6,4.1,3,South,55.22,55.55,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
30262,1,cagl,354,311,1.7,12,3,South,13.03,13.41,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
30273,1,fagr,490,311,9.6,4.1,3,South,25.38,21.85,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
30462,1,litu,492,313,16.2,19,3,South,33.96,33.4,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
30512,1,quru,845.5,313,2.9,14.3,3,South,105.98,106.28,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
30467,1,litu,608,314,17.3,3,3,South,12.88,12.87,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
40562,1,fagr,86,406,6.3,16.2,3,South,8.68,8.36,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
40563,1,fagr,365,406,3.6,17.8,3,South,14.07,13.94,,,1,previously installed,Jessica Shue,Jessica Shue,2025.01,2025,3,18
40564,1,fagr,69,406,2.4,12.4,3,South,16.56,16.6,,RT,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
40566,1,cagl,270.2,406,1.1,9.4,3,South,50.93,50.04,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
40567,1,fagr,93.3,406,1.6,7.2,3,South,34.47,34.66,,RE,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
40568,1,fagr,206,406,0.1,5.2,3,South,82.26,82,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
40569,1,litu,280,407,5.6,1.7,3,South,16.06,14.15,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
40635,1,cato,258.7,408,18.7,1,3,South,71.04,68.2,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
40941,1,litu,653,413,6,15.4,3,South,51.96,52.34,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
40942,1,acru,395.9,414,2.2,2,3,South,16.35,16.17,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
40972,1,litu,847,415,7.2,9.6,3,South,89.97,90.29,,RT,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
50525,1,qual,514,512,8.3,7.4,3,South,73.49,73.77,,RT,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
50622,1,qual,650,513,16.8,9.4,3,South,50.38,49.81,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
50562,1,quru,695,514,6.9,12.5,3,South,78.76,78.18,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
50646,1,quru,351,514,19.6,9.4,3,South,67.06,66.83,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
50650,1,litu,184.3,514,19.5,14.9,3,South,29.44,29.48,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
50654,1,litu,717.2,514,17.2,19.1,3,South,98.71,99.01,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60456,1,caca,64.5,614,5.3,15,3,South,10.8,10.95,,,,partially hollow,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60457,1,caca,99.5,614,4,15.2,3,South,18.67,17.9,,DC,,broken below DBH,Jessica Shue,Jessica Shue,2025.01,2025,3,18
